model,scenario,year,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
Nrao,SSP3,2046,50.98865718,35.2224655,50.25430056,31.71857597,43.04487373,44.87135972,33.69229856,37.18970186,31.865042,19.03332928,40.7824655,30.776136,50.9417842,47.26172475,39.4024655,47.722221,43.04487373,44.34033236,35.37770945,47.344086,54.70611123,50.825253,61.163097,48.39159755,46.58315459,45.86555092,67.90611123,63.68611123,33.289948,34.01004171,57.983826,47.717419,50.69352622,50.34978439,49.91413938,47.71873746,59.813766,63.37611123,54.63611123,41.501579,28.4224655,34.76864065,33.976952,35.163296,52.06562899,28.881245,59.46323,42.65021426,42.991245,38.1724655,51.37276085,35.678318,38.002388,40.5924655,30.440172,50.31159086,31.795904,49.73868782,37.314743,45.10140386,50.30204248,42.23192356,54.77611123,58.10611123,51.37276085,37.733444,56.5453,45.8792613,56.14611123,58.84611123,34.10349557,62.11702032,32.611454,42.86200702,49.715214,35.6535,47.17603486,38.3224655,29.42332928,40.95557,35.271526,64.00899319,41.0824655,34.67816496,29.817321,55.95611123,30.34195894,39.1224655,40.0724655,43.04487373,44.93657361,44.34033236,43.85588635,43.04487373,43.94904905,45.07321222,61.62611123,44.92482,30.906784,39.55140386,45.49728438,48.06814583,33.2495604,47.9641792,44.13537444,52.733387,47.57140386,40.4624655,31.080122,45.365122,32.0524655,41.3024655,53.07588844,44.7875133,43.23014359,53.57635948,53.70611123,68.41611123,43.58632552,38.8724655,50.49301015,47.22744879,31.45801,27.93332928,40.1724655,36.904285,43.04487373,37.0124655,56.012547,54.278107,47.20137,51.36191309,41.837746,59.32140386,39.094433,54.04611123,41.8824655,43.58632552,47.69848672,29.60332928,44.56140386,58.78611123,43.04487373,42.70316245,47.55986455,54.74611123,47.65018555,41.4124655,43.80930501,47.19317284,32.18923196,38.2424655,59.05611123,39.851067,27.26332928,29.63332928,58.89611123,43.03850099,50.82720359,53.48367966,39.655018,33.34963439,44.29140386,38.9824655,39.5224655,41.6924655,43.2316963,43.56140386,41.2224655,45.06700138,50.50255854,26.94332928,44.68503433,46.579323,37.99336061,50.98865718,48.32228647,48.03349029,44.50802521,50.2256554,43.30622646,70.82611123,63.06611123,46.8884977
Nrao,SSP3,2047,51.04076313,35.23872367,50.28902122,31.79577776,43.07900206,44.90783586,33.76657495,37.25932652,32.020111,19.10534872,40.79872367,30.904633,50.98213819,47.29417427,39.41872367,47.99205,43.07900206,44.37030222,35.45004434,47.615486,54.75611033,50.733219,61.276054,48.42873711,46.62117359,45.90541806,67.95611033,63.73611033,33.477139,34.07778103,58.076946,47.774033,50.73184595,50.38528747,49.94607272,47.74875896,59.973618,63.42611033,54.68611033,41.475864,28.43872367,34.83497226,34.183472,35.333153,52.1151919,29.030935,59.662422,42.68354273,43.089085,38.18872367,51.4100993,35.816364,38.098125,40.60872367,30.595322,50.34678097,31.920382,49.7691835,37.439213,45.21019107,50.33715434,42.25595166,54.82611033,58.15611033,51.4100993,37.906151,56.583233,45.9190556,56.19611033,58.89611033,34.16931223,62.16701942,32.805695,42.90004454,49.926727,35.790104,47.20893964,38.33872367,29.49534872,41.081882,35.426449,64.05795292,41.09872367,34.75910114,29.88952809,56.00611033,30.42237521,39.13872367,40.08872367,43.07900206,44.97384876,44.37030222,43.87992066,43.07900206,43.97422481,45.11216151,61.67611033,45.139355,31.027279,39.66019107,45.53040596,48.10713589,33.33221427,48.00376407,44.1628331,52.71603,47.68019107,40.47872367,31.195974,45.40764783,32.06872367,41.31872367,53.11726384,44.82296213,43.24651115,53.62458311,53.75611033,68.46611033,43.60964746,38.88872367,50.52968684,47.26008042,31.610888,28.00534872,40.18872367,37.031239,43.07900206,37.02872367,56.095139,54.460842,47.302071,51.40570967,41.986538,59.43019107,39.207882,54.09611033,41.89872367,43.60964746,47.73959163,29.67534872,44.67019107,58.83611033,43.07900206,42.73766819,47.60176253,54.79611033,47.68057125,41.42872367,43.83276859,47.22598657,32.26810983,38.25872367,59.10611033,40.211758,27.33534872,29.70534872,58.94611033,43.08046272,50.86661869,53.5306351,39.65197,33.43096055,44.40019107,38.99872367,39.53872367,41.70872367,43.24808288,43.67019107,41.23872367,45.10587457,50.53931346,27.01534872,44.71922757,46.723648,38.07757178,51.04076313,48.35982257,48.07267861,44.54004969,50.26014135,43.3235262,70.87611033,63.11611033,46.92293011
Nrao,SSP3,2048,51.09217078,35.25444483,50.32274884,31.87313602,43.11261515,44.94390084,33.84107061,37.32909026,32.175339,19.17741328,40.81444483,31.033047,51.02176182,47.32557695,39.43444483,48.26173,43.11261515,44.39982043,35.5225077,47.88789,54.80582882,50.637028,61.388817,48.46514324,46.65857967,45.94473404,68.00582882,63.78582882,33.666191,34.145696,58.169193,47.829941,50.76934046,50.41983398,49.97688305,47.77757135,60.134235,63.47582882,54.73582882,41.448315,28.45444483,34.90147012,34.39024,35.503407,52.16445386,29.180805,59.862522,42.71644046,43.186184,38.20444483,51.44685792,35.954708,38.194378,40.62444483,30.750746,50.38099992,32.044994,49.79848911,37.563553,45.31896407,50.37129141,42.27949112,54.87582882,58.20582882,51.44685792,38.080132,56.618565,45.95829387,56.24582882,58.94582882,34.2352917,62.21673792,33.000225,42.93768063,50.13752,35.926628,47.24082799,38.35444483,29.56741328,41.207973,35.581959,64.10449384,41.11444483,34.84030105,29.96178431,56.05582882,30.503017,39.15444483,40.10444483,43.11261515,45.01071773,44.39982043,43.90346637,43.11261515,43.99891908,45.15071503,61.72582882,45.353443,31.147768,39.76896407,45.56301321,48.14551617,33.41514173,48.0427789,44.18982448,52.697697,47.78896407,40.49444483,31.311575,45.44980017,32.08444483,41.33444483,53.15795652,44.85799341,43.26234238,53.67244335,53.80582882,68.51582882,43.63210851,38.90444483,50.56546168,47.29167736,31.763882,28.07741328,40.20444483,37.157791,43.11261515,37.04444483,56.177425,54.644222,47.401978,51.44893641,42.135311,59.53896407,39.321243,54.14582882,41.91444483,43.63210851,47.78022809,29.74741328,44.77896407,58.88582882,43.11261515,42.7717505,47.64324506,54.84582882,47.70977219,41.44444483,43.85574002,47.25777778,32.34718018,38.27444483,59.15582882,40.57209,27.40741328,29.77741328,58.99582882,43.12204744,50.90525965,53.57716801,39.647755,33.51255304,44.50896407,39.01444483,39.55444483,41.72444483,43.26393326,43.77896407,41.25444483,45.14435152,50.57517019,27.08741328,44.75299543,46.867832,38.16186493,51.09217078,48.39665172,48.11127041,44.5716353,50.2936233,43.34029543,70.92582882,63.16582882,46.95644818
Nrao,SSP3,2049,51.14289454,35.26963367,50.3554998,31.9506624,43.14572208,44.97956626,33.91580656,37.39901251,32.330727,19.24952622,40.82963367,31.161385,51.06066931,47.35595008,39.44963367,48.531265,43.14572208,44.42889635,35.59511782,48.161259,54.85527725,50.536701,61.5014,48.50083154,46.69538083,45.98351348,68.05527725,63.83527725,33.857124,34.21380787,58.260578,47.885239,50.80602477,50.45344001,50.0065878,47.80519283,60.295605,63.52527725,54.78527725,41.418949,28.46963367,34.96815556,34.597332,35.674088,52.21342558,29.330873,60.063515,42.74891795,43.282547,38.21963367,51.48304837,36.093395,38.291214,40.63963367,30.90645,50.41426393,32.169743,49.82662267,37.687778,45.42772579,50.40446991,42.30254927,54.92527725,58.25527725,51.48304837,38.255424,56.651299,45.99699076,56.29527725,58.99527725,34.30145532,62.26618634,33.195049,42.9749274,50.347645,36.063126,47.27171706,38.36963367,29.63952622,41.333851,35.738079,64.14873545,41.12963367,34.92178543,30.03409326,56.10527725,30.58390119,39.16963367,40.11963367,43.14572208,45.04719239,44.42889635,43.92653082,43.14572208,44.02313957,45.18888523,61.77527725,45.567112,31.268251,39.87772579,45.59512717,48.18330162,33.49836328,48.08123843,44.21635709,52.678493,47.89772579,40.50963367,31.426929,45.49159267,32.09963367,41.34963367,53.19798029,44.89261838,43.27764201,53.7199514,53.85527725,68.56527725,43.65372004,38.91963367,50.60035033,47.32225687,31.917007,28.14952622,40.21963367,37.283993,43.14572208,37.05963367,56.259392,54.828224,47.501072,51.49160623,42.284134,59.64772579,39.434551,54.19527725,41.92963367,43.65372004,47.82041028,29.81952622,44.88772579,58.93527725,43.14572208,42.80542031,47.68432603,54.89527725,47.73780642,41.45963367,43.87822644,47.28856367,32.42645737,38.28963367,59.20527725,40.931984,27.47952622,29.84952622,59.04527725,43.16326862,50.94314106,53.62329009,39.642376,33.59443259,44.61772579,39.02963367,39.56963367,41.73963367,43.27925215,43.88772579,41.26963367,45.18244465,50.61014435,27.15952622,44.78634875,47.011898,38.24625334,51.14289454,48.43278941,48.14928055,44.60279211,50.32611774,43.35653916,70.97527725,63.21527725,46.9890685
Nrao,SSP3,2050,51.19296634,35.28436917,50.38728609,32.02845085,43.17834734,45.01474076,33.99100347,37.46944712,32.486595,19.32180717,40.84436917,31.289812,51.09888716,47.38526426,39.46436917,48.800674,43.17834734,44.45749344,35.66820767,48.43557,54.90450691,50.432266,61.613781,48.53572004,46.73157921,46.02164384,68.10450691,63.88450691,34.049984,34.28245618,58.351662,47.939068,50.84192011,50.48611957,50.03519181,47.83162119,60.457718,63.57450691,54.83450691,41.387783,28.48436917,35.03539367,34.805264,35.845169,52.26215724,29.481739,60.2654,42.78091037,43.378174,38.23436917,51.51869361,36.23254,38.390144,40.65436917,31.06291,50.44658618,32.294697,49.85358529,37.811974,45.53652836,50.43670283,42.32513965,54.97450691,58.30450691,51.51869361,38.43232,56.681442,46.03503455,56.34450691,59.04450691,34.36817757,62.315416,33.390522,43.01168036,50.557072,36.199699,47.30157234,38.38436917,29.71180717,41.459972,35.894855,64.19079135,41.14436917,35.00365389,30.10657362,56.15450691,30.66510579,39.18436917,40.13436917,43.17834734,45.08317464,44.45749344,43.94912747,43.17834734,44.04689016,45.22655991,61.82450691,45.780384,31.388784,39.98652836,45.62663731,48.22038952,33.58194588,48.11903329,44.24241553,52.65871,48.00652836,40.52436917,31.542046,45.532883,32.11436917,41.36436917,53.23736429,44.92675434,43.29248809,53.76715402,53.90450691,68.61450691,43.67451841,38.93436917,50.63436979,47.35178749,32.070366,28.22180717,40.23436917,37.411072,43.17834734,37.07436917,56.341038,55.012833,47.599358,51.53375448,42.433182,59.75652836,39.548367,54.24450691,41.94436917,43.67451841,47.86001179,29.89180717,44.99652836,58.98450691,43.17834734,42.83860287,47.72487014,54.94450691,47.76466765,41.47436917,43.90024613,47.31831072,32.50602706,38.30436917,59.25450691,41.291424,27.55180717,29.92180717,59.09450691,43.20398868,50.98028698,53.66904481,39.635834,33.67669172,44.72652836,39.04436917,39.58436917,41.75436917,43.29411747,43.99652836,41.28436917,45.2200424,50.64425314,27.23180717,44.81921539,47.155838,38.33097851,51.19296634,48.46814922,48.18660411,44.63346628,50.35763604,43.37232762,71.02450691,63.26450691,47.02073943
Nrao,SSP3,2051,51.2437055,35.29994783,50.41965279,32.10656696,43.21206166,45.05142036,34.06679039,37.54059987,32.643143,19.39431983,40.85994783,31.418564,51.13752216,47.41549965,39.47994783,49.070473,43.21206166,44.48738262,35.7419885,48.71199,54.9538742,50.32917,61.72649,48.57189371,46.76887607,46.06127104,68.1538742,63.9338742,34.244507,34.35181733,58.442856,48.001667,50.87829155,50.51935687,50.06445701,47.85878233,60.620998,63.6238742,54.8838742,41.356758,28.49994783,35.10337109,35.014599,36.017025,52.31103917,29.633133,60.468384,42.81430484,43.474686,38.24994783,51.5549334,36.372093,38.492867,40.66994783,31.220295,50.47947524,32.4198,49.88125076,37.936432,45.64565671,50.46950483,42.34882757,55.0238742,58.3538742,51.5549334,38.610603,56.710007,46.07456952,56.3938742,59.0938742,34.43564879,62.36478329,33.586628,43.04998953,50.768044,36.336594,47.33238414,38.39994783,29.78431983,41.586445,36.052227,64.23076952,41.15994783,35.08598723,30.17928917,56.2038742,30.74669757,39.19994783,40.14994783,43.21206166,45.12068815,44.48738262,43.97282188,43.21206166,44.07177587,45.26582067,61.8738742,45.994396,31.508892,40.09565671,45.66020638,48.25890621,33.66595706,48.15830308,44.26968385,52.638577,48.11565671,40.53994783,31.658207,45.5758765,32.12994783,41.37994783,53.27713584,44.96236177,43.30818092,53.81454571,53.9538742,68.6638742,43.69611888,38.94994783,50.66891299,47.38225344,32.224037,28.29431983,40.24994783,37.538826,43.21206166,37.08994783,56.424732,55.199173,47.698208,51.57622011,42.583813,59.86565671,39.663097,54.2938742,41.95994783,43.69611888,47.90120619,29.96431983,45.10565671,59.0338742,43.21206166,42.87322601,47.76706869,54.9938742,47.79228993,41.48994783,43.92334489,47.34900724,32.58595544,38.31994783,59.3038742,41.649746,27.62431983,29.99431983,59.1438742,43.24639344,51.01787727,53.71502536,39.633858,33.7594084,44.83565671,39.05994783,39.59994783,41.76994783,43.30983016,44.10565671,41.29994783,45.25922374,50.6788834,27.30431983,44.85351238,47.299721,38.41627567,51.2437055,48.50482496,48.22537183,44.6654998,50.38974157,43.38899335,71.0738742,63.3138742,47.05348545
Nrao,SSP3,2052,51.29735413,35.31771217,50.45488636,32.18737656,43.24814051,45.09036503,34.1456528,37.6148214,32.802521,19.46926539,40.87771217,31.555111,51.17870627,47.44870193,39.49771217,49.342815,43.24814051,44.51951132,35.81876872,48.992947,55.00524653,50.229668,61.845161,48.61071868,46.80898422,46.10336599,68.20524653,63.98524653,34.446396,34.42433286,58.538006,48.072056,50.91732686,50.55541691,50.09674631,47.88907376,60.790958,63.67524653,54.93524653,41.32719,28.51771217,35.17451986,35.226768,36.191563,52.36195076,29.785332,60.675404,42.84995202,43.575226,38.26771217,51.59353262,36.519882,38.601189,40.68771217,31.380798,50.51520469,32.552258,49.91202143,38.067524,45.75685107,50.50515164,42.37473168,55.07524653,58.40524653,51.59353262,38.79837,56.740536,46.11657714,56.44524653,59.14524653,34.50629758,62.41615562,33.784344,43.09056991,50.987984,36.481983,47.36613221,38.41771217,29.85926539,41.716019,36.215664,64.26877261,41.17771217,35.17131569,30.25444704,56.25524653,30.83114447,39.21771217,40.16771217,43.24814051,45.16046987,44.51951132,43.9987325,43.24814051,44.09888227,45.30735621,61.92524653,46.213757,31.634266,40.20685107,45.69679455,48.29994965,33.7529359,48.20005961,44.29918182,52.624886,48.22685107,40.55771217,31.786737,45.62115883,32.14771217,41.39771217,53.31939888,45.00023024,43.32605985,53.86404261,54.00524653,68.71524653,43.72036508,38.96771217,50.70621272,47.41567404,32.380352,28.36926539,40.26771217,37.670364,43.24814051,37.10771217,56.512329,55.390636,47.798973,51.62104066,42.738708,59.97685107,39.787552,54.34524653,41.97771217,43.72036508,47.94478505,30.03926539,45.21685107,59.08524653,43.24814051,42.91010649,47.81159832,55.04524653,47.82301799,41.50771217,43.94865761,47.38264616,32.66866159,38.33771217,59.35524653,42.00864,27.69926539,30.06926539,59.19524653,43.29108482,51.05806962,53.76318266,39.640438,33.84511549,44.94685107,39.07771217,39.61771217,41.78771217,43.32772902,44.21685107,41.31771217,45.30067956,50.71626577,27.37926539,44.89006549,47.445538,38.50426812,51.29735413,48.54412532,48.26665297,44.69978092,50.4247272,43.40784884,71.12524653,63.36524653,47.08906494
Nrao,SSP3,2053,51.35014998,35.33503283,50.48928686,32.26829746,43.28379481,45.12893801,34.22470632,37.68916386,32.961845,19.54420989,40.89503283,31.691568,51.21916346,47.48109678,39.51503283,49.615074,43.28379481,44.55124516,35.89565494,49.274803,55.05607372,50.126438,61.96365,48.64894905,46.84850084,46.14499012,68.25607372,64.03607372,34.649887,34.49700811,58.632607,48.141743,50.95559691,50.59065861,50.12814999,47.91844758,60.961662,63.72607372,54.98607372,41.295948,28.53503283,35.2458216,35.438732,36.366528,52.41230897,29.937637,60.87699376,42.88521629,43.675137,38.28503283,51.63153175,36.66798,38.709949,40.70503283,31.541412,50.55010991,32.684841,49.9418794,38.198517,45.86795057,50.53997273,42.40021979,55.12607372,58.45607372,51.63153175,38.987019,56.7686,46.15811064,56.49607372,59.19607372,34.57709687,62.46698281,33.98196,43.13078414,51.207954,36.627445,47.39909351,38.43503283,29.93420989,41.845528,36.379677,64.30489819,41.19503283,35.25686721,30.32960793,56.30607372,30.91577236,39.23503283,40.18503283,43.28379481,45.19988274,44.55124516,44.02422713,43.28379481,44.12557675,45.34852885,61.97607372,46.432819,31.759638,40.31795057,45.73289006,48.34048248,33.84014423,48.24133251,44.328276,52.610794,48.33795057,40.57503283,31.915083,45.666091,32.16503283,41.41503283,53.36095426,45.03772335,43.34349551,53.91296089,54.05607372,68.76607372,43.7439389,38.98503283,50.74271623,47.44829547,32.536736,28.44420989,40.28503283,37.801853,43.28379481,37.12503283,56.599663,55.58271,47.898968,51.66519916,42.893578,60.08795057,39.911968,54.39607372,41.99503283,43.7439389,47.98794926,30.11420989,45.32795057,59.13607372,43.28379481,42.94660825,47.8557493,55.09607372,47.85284496,41.52503283,43.97355232,47.41549417,32.75151537,38.35503283,59.40607372,42.365788,27.77420989,30.14420989,59.24607372,43.33542402,51.09751736,53.81073744,39.646095,33.93104753,45.05795057,39.09503283,39.63503283,41.80503283,43.34518467,44.32795057,41.33503283,45.34177221,50.75285341,27.45420989,44.92623876,47.59132,38.59230112,51.35014998,48.58284907,48.30743249,44.73367448,50.45887533,43.42626436,71.17607372,63.41607372,47.12392697
Nrao,SSP3,2054,51.40192324,35.35190833,50.52282236,32.34933495,43.31902764,45.16714496,34.30395415,37.76361942,33.121109,19.61914911,40.91190833,31.827934,51.25879604,47.51270551,39.53190833,49.887257,43.31902764,44.58258751,35.97264074,49.557541,55.10614542,50.019505,62.081997,48.68659986,46.88737445,46.18615481,68.30614542,64.08614542,34.854977,34.56983683,58.726662,48.210804,50.99302777,50.62504093,50.15866872,47.94692832,61.133095,63.77614542,55.03614542,41.263027,28.55190833,35.31726801,35.650555,36.541946,52.46190857,30.090004,61.06918647,42.92010223,43.774406,38.30190833,51.66884525,36.816422,38.819118,40.72190833,31.702087,50.5841535,32.817558,49.9708421,38.329414,45.97896786,50.57393164,42.42529314,55.17614542,58.50614542,51.66884525,39.176525,56.794205,46.1991815,56.54614542,59.24614542,34.64803762,62.51705451,34.179489,43.17063847,51.428028,36.773014,47.43128873,38.45190833,30.00914911,41.97496,36.544296,64.33923902,41.21190833,35.34265467,30.40476796,56.35614542,31.00059243,39.25190833,40.20190833,43.31902764,45.23893272,44.58258751,44.04930704,43.31902764,44.15186097,45.38934516,62.02614542,46.651611,31.885002,40.42896786,45.76847569,48.38051725,33.92759737,48.28213355,44.35696885,52.596375,48.44896786,40.59190833,32.043251,45.71068083,32.18190833,41.43190833,53.40169234,45.07484642,43.36048642,53.96111096,54.10614542,68.81614542,43.76685162,39.00190833,50.77836878,47.4801388,32.693192,28.51914911,40.30190833,37.933262,43.31902764,37.14190833,56.686722,55.775387,47.998177,51.70855773,43.048477,60.19896786,40.036339,54.44614542,42.01190833,43.76685162,48.03070855,30.18914911,45.43896786,59.18614542,43.31902764,42.98273629,47.89953029,55.14614542,47.8817949,41.54190833,43.99803007,47.44757209,32.83452516,38.37190833,59.45614542,42.721272,27.84914911,30.21914911,59.29614542,43.37941868,51.13613376,53.85751492,39.650837,34.01721792,45.16896786,39.11190833,39.65190833,41.82190833,43.36219565,44.43896786,41.35190833,45.38250823,50.78859063,27.52914911,44.96203709,47.737095,38.68037448,51.40192324,48.62101073,48.34772268,44.7671846,50.49215679,43.4442388,71.22614542,63.46614542,47.15809021
Nrao,SSP3,2055,51.45271008,35.3683435,50.55551179,32.43048808,43.3538496,45.20500202,34.383393,37.83817911,33.280308,19.69407806,40.9283435,31.964207,51.2976292,47.54354283,39.5483435,50.159374,43.3538496,44.61355087,36.04971812,49.841145,55.15549758,49.90889,62.200203,48.72368805,46.92562153,46.22687832,68.35549758,64.13549758,35.061638,34.64281057,58.820171,48.279354,51.02964236,50.65858366,50.18831829,47.97452958,61.305264,63.82549758,55.08549758,41.228443,28.5683435,35.38884954,35.862251,36.717831,52.51078502,30.242411,61.25242018,42.95462419,43.873043,38.3183435,51.70549539,36.965214,38.928654,40.7383435,31.862797,50.61735491,32.950394,49.99892374,38.460224,46.08990793,50.60704773,42.44996092,55.22549758,58.55549758,51.70549539,39.366856,56.817356,46.23980792,56.59549758,59.29549758,34.71910985,62.56640667,34.376911,43.21014989,51.648239,36.918728,47.46273282,38.4683435,30.08407806,42.104321,36.709518,64.37188327,41.2283435,35.42868002,30.47992226,56.40549758,31.08560626,39.2683435,40.2183435,43.3538496,45.27763638,44.61355087,44.07398139,43.3538496,44.17774475,45.42982264,62.07549758,46.870155,32.010361,40.53990793,45.80357999,48.42007178,34.01529862,48.32248083,44.38527147,52.581741,48.55990793,40.6083435,32.171242,45.75494783,32.1983435,41.4483435,53.44163946,45.111615,43.37703749,54.00852679,54.15549758,68.86549758,43.78911253,39.0183435,50.81319145,47.51121883,32.849716,28.59407806,40.3183435,38.064571,43.3538496,37.1583435,56.773514,55.968655,48.096592,51.75114539,43.203415,60.30990793,40.16066,54.49549758,42.0283435,43.78911253,48.07308175,30.26407806,45.54990793,59.23549758,43.3538496,43.01850561,47.9429605,55.19549758,47.90988157,41.5583435,44.02209971,47.47889482,32.91769132,38.3883435,59.50549758,43.075142,27.92407806,30.29407806,59.34549758,43.42308798,51.17394297,53.90354766,39.654671,34.10362897,45.27990793,39.1283435,39.6683435,41.8383435,43.37876688,44.54990793,41.3683435,45.42290508,50.82349864,27.60407806,44.9974753,47.882862,38.76848443,51.45271008,48.65862742,48.38754146,44.80032492,50.52459024,43.46177757,71.27549758,63.51549758,47.19157032
Nrao,SSP3,2056,51.50371867,35.38570283,50.58868811,32.51189217,43.38985246,45.2445659,34.46316278,37.91303486,33.439983,19.76915617,40.94570283,32.100765,51.33659985,47.57540298,39.56570283,50.431713,43.38985246,44.64596917,36.1270899,50.126148,55.204389,49.799477,62.31876,48.76222643,46.96502975,46.26930056,68.404389,64.184389,35.269817,34.71609269,58.913895,48.357521,51.06652061,50.69256474,50.21862761,48.00293241,61.47569381,63.874389,55.134389,41.193901,28.58570283,35.46073458,36.074554,36.894543,52.55922778,30.394924,61.4271125,42.99073111,43.972473,38.33570283,51.74253595,37.114418,39.039196,40.75570283,32.023968,50.65101409,33.083397,50.0277543,38.591286,46.20112021,50.64062642,42.47585364,55.274389,58.604389,51.74253595,39.558178,56.839149,46.28212644,56.644389,59.344389,34.79048384,62.6152981,34.574467,43.25142857,51.870399,37.064789,47.49524121,38.48570283,30.15915617,42.23354,36.875351,64.40291477,41.24570283,35.51505925,30.55522942,56.454389,31.17093419,39.28570283,40.23570283,43.38985246,45.31807778,44.64596917,44.09988093,43.38985246,44.2048979,45.47210266,62.124389,47.089893,32.135277,40.65112021,45.84087049,48.46124512,34.10335793,48.36450113,44.41493184,52.567261,48.67112021,40.62570283,32.30051,45.80115583,32.21570283,41.46570283,53.48166071,45.15005063,43.39451696,54.055592,54.204389,68.914389,43.81225291,39.03570283,50.84837968,47.54333827,33.006462,28.66915617,40.33570283,38.196022,43.38985246,37.17570283,56.862675,56.163792,48.196243,51.79365702,43.359959,60.42112021,40.285713,54.544389,42.04570283,43.81225291,48.11726648,30.33915617,45.66112021,59.284389,43.38985246,43.05590548,47.98827449,55.244389,47.938803,41.57570283,44.04737245,47.51127356,33.00114136,38.40570283,59.554389,43.427666,27.99915617,30.36915617,59.394389,43.46867645,51.21194789,53.94930843,39.66415,34.19039523,45.39112021,39.14570283,39.68570283,41.85570283,43.39626724,44.66112021,41.38570283,45.46510153,50.85876735,27.67915617,45.03453196,48.028633,38.85688155,51.50371867,48.69773043,48.42899712,44.83499972,50.55752512,43.48028082,71.324389,63.564389,47.22625394
Nrao,SSP3,2057,51.55623931,35.40488,50.62408633,32.59520203,43.42780153,45.28626331,34.54480637,37.9897226,33.602085,19.84615294,40.96488,32.243263,51.37717187,47.6099117,39.58488,50.705048,43.42780153,44.68041942,36.20628084,50.413494,55.25381938,49.692387,62.443344,48.80321763,47.00681561,46.31406177,68.45381938,64.23381938,35.483601,34.79123468,59.012012,48.443684,51.10522432,50.72868154,50.25146588,48.03408516,61.63826208,63.92381938,55.18381938,41.160275,28.60488,35.53447651,36.288139,37.073624,52.60825755,30.547665,61.59366159,43.02892242,44.074947,38.35488,51.78111459,37.268513,39.150692,40.77488,32.187016,50.68684346,33.222229,50.05927217,38.727406,46.31397886,50.67638394,42.50368552,55.32381938,58.65381938,51.78111459,39.756443,56.86232,46.32678698,56.69381938,59.39381938,34.86371359,62.66472847,34.772488,43.29486516,52.101261,37.215565,47.53037917,38.50488,30.23615294,42.36335,37.045025,64.43241319,41.26488,35.6033265,30.63245478,56.50381938,31.25815987,39.30488,40.25488,43.42780153,45.36066519,44.68041942,44.12771973,43.42780153,44.23400813,45.51655484,62.17381938,47.316265,32.265446,40.76397886,45.88080409,48.50479404,34.19330942,48.40887217,44.44658494,52.558968,48.78397886,40.64488,32.440414,45.84959183,32.23488,41.48488,53.52317084,45.19060375,43.41381597,54.10339174,54.25381938,68.96381938,43.83766957,39.05488,50.88557437,47.57809869,33.165089,28.74615294,40.35488,38.32935,43.42780153,37.19488,56.955868,56.364151,48.298222,51.83739082,43.520279,60.53397886,40.419281,54.59381938,42.06488,43.83766957,48.16373852,30.41615294,45.77397886,59.33381938,43.42780153,43.09540811,48.03584269,55.29381938,47.97045914,41.59488,44.07457553,47.54628568,33.08649299,38.42488,59.60381938,43.780643,28.07615294,30.44615294,59.44381938,43.51648411,51.25165762,53.99594342,39.683029,34.27905034,45.50397886,39.16488,39.70488,41.87488,43.41558745,44.77397886,41.40488,45.50946895,50.89603389,27.75615294,45.0736865,48.174736,38.94704152,51.55623931,48.73926972,48.47282009,44.87173854,50.59270777,43.50061817,71.37381938,63.61381938,47.26350337
