year,st,state,gini,d10_value
1943,35,North Dakota,0.400375575,0.309690971
1943,36,Ohio,0.374391109,0.326882172
1943,37,Oklahoma,0.391178787,0.346644745
1943,38,Oregon,0.378425092,0.328417549
1943,39,Pennsylvania,0.377115488,0.32705513
1943,40,Rhode Island,0.382853717,0.277230396
1943,41,South Carolina,0.39665699,0.308309498
1943,42,South Dakota,0.398068696,0.311779728
1943,43,Tennessee,0.397527099,0.353141022
1943,44,Texas,0.385562837,0.309926891
1943,45,Utah,0.335258067,0.256468887
1943,46,Vermont,0.374486476,0.307798634
1943,47,Virginia,0.395410657,0.27490654
1943,48,Washington,0.321544409,0.265869427
1943,49,West Virginia,0.349591464,0.34657032
1943,50,Wisconsin,0.390016377,0.321072388
1943,51,Wyoming,0.378932297,0.328211288
1944,1,Alabama,0.417862713,0.323846054
1944,3,Arizona,0.388887733,0.270416317
1944,4,Arkansas,0.443310022,0.346183929
1944,5,California,0.386848092,0.280853767
1944,6,Colorado,0.432829052,0.351820374
1944,7,Connecticut,0.410665572,0.302260361
1944,8,Delaware,0.50065136,0.371216736
1944,9,District of Columbia,0.410447925,0.25288765
1944,10,Florida,0.474205017,0.312813721
1944,11,Georgia,0.448046148,0.330120544
1944,13,Idaho,0.361407518,0.281156979
1944,14,Illinois,0.420206785,0.342065582
1944,15,Indiana,0.384178102,0.296741886
1944,16,Iowa,0.417633533,0.332357368
1944,17,Kansas,0.428232998,0.316381741
1944,18,Kentucky,0.395679951,0.348256645
1944,19,Louisiana,0.406735361,0.316485653
1944,20,Maine,0.415501118,0.298396645
1944,21,Maryland,0.420427382,0.297221622
1944,22,Massachusetts,0.412952036,0.31655714
1944,23,Michigan,0.395541996,0.314484386
1944,24,Minnesota,0.4197869,0.345417976
1944,25,Mississippi,0.462950319,0.333417015
1944,26,Missouri,0.428149045,0.347332916
1944,27,Montana,0.400924712,0.327692833
1944,28,Nebraska,0.429420054,0.327687874
1944,29,Nevada,0.387525618,0.277597351
1944,30,New Hampshire,0.390664339,0.319472198
1944,31,New Jersey,0.394049406,0.291353416
1944,32,New Mexico,0.396808237,0.307513561
1944,33,New York,0.444127381,0.363759995
1944,34,North Carolina,0.432510138,0.302787743
1944,35,North Dakota,0.427446425,0.300563946
1944,36,Ohio,0.400215328,0.315008202
1944,37,Oklahoma,0.408917129,0.328414841
1944,38,Oregon,0.402918696,0.324800644
1944,39,Pennsylvania,0.407333344,0.318504601
1944,40,Rhode Island,0.415607661,0.278471718
1944,41,South Carolina,0.421972066,0.297219887
1944,42,South Dakota,0.428546101,0.285727425
1944,43,Tennessee,0.429889679,0.322659492
1944,44,Texas,0.408785373,0.3002528
1944,45,Utah,0.37845099,0.26223753
1944,46,Vermont,0.410794228,0.306476135
1944,47,Virginia,0.424060196,0.253033981
1944,48,Washington,0.349285096,0.246434917
1944,49,West Virginia,0.378864557,0.321016388
1944,50,Wisconsin,0.410920084,0.311849499
1944,51,Wyoming,0.402684271,0.308281231
1945,1,Alabama,0.446877658,0.332383308
1945,3,Arizona,0.414011836,0.304496346
1945,4,Arkansas,0.470570087,0.338185768
1945,5,California,0.412210733,0.298672981
1945,6,Colorado,0.461259156,0.377225761
1945,7,Connecticut,0.436204493,0.326142616
1945,8,Delaware,0.535419345,0.402409363
1945,9,District of Columbia,0.431403279,0.267877941
1945,10,Florida,0.500532925,0.334492073
1945,11,Georgia,0.477599263,0.346401138
1945,13,Idaho,0.398800164,0.294478798
1945,14,Illinois,0.44116351,0.358391495
1945,15,Indiana,0.405179739,0.314381027
1945,16,Iowa,0.435578555,0.349762802
1945,17,Kansas,0.470445514,0.339031448
1945,18,Kentucky,0.435124576,0.360010529
1945,19,Louisiana,0.437584937,0.343340683
1945,20,Maine,0.453790426,0.320139122
1945,21,Maryland,0.438392192,0.313952713
1945,22,Massachusetts,0.43832919,0.340967979
1945,23,Michigan,0.427666634,0.335154076
1945,24,Minnesota,0.453346282,0.364334106
1945,25,Mississippi,0.481329918,0.352150536
1945,26,Missouri,0.460812032,0.367906799
1945,27,Montana,0.43359381,0.34377739
1945,28,Nebraska,0.454515904,0.337762451
1945,29,Nevada,0.413135111,0.309417267
1945,30,New Hampshire,0.426866293,0.327154045
1945,31,New Jersey,0.416092753,0.312941074
1945,32,New Mexico,0.434665948,0.318182182
1945,33,New York,0.473239064,0.393562012
1945,34,North Carolina,0.462096781,0.326343231
1945,35,North Dakota,0.454517275,0.319749146
1945,36,Ohio,0.426039577,0.333117485
1945,37,Oklahoma,0.426655442,0.342231102
1945,38,Oregon,0.427412271,0.35093895
1945,39,Pennsylvania,0.4375512,0.339805489
1945,40,Rhode Island,0.448361605,0.304640083
1945,41,South Carolina,0.447287142,0.314405098
1945,42,South Dakota,0.459023505,0.288926563
1945,43,Tennessee,0.462252229,0.325353127
1945,44,Texas,0.432007909,0.318936501
1945,45,Utah,0.421643883,0.290861454
1945,46,Vermont,0.44710198,0.332949104
1945,47,Virginia,0.452709734,0.25690464
1945,48,Washington,0.377025783,0.25182106
1945,49,West Virginia,0.408137649,0.327826843
1945,50,Wisconsin,0.43182382,0.331968689
1945,51,Wyoming,0.426436275,0.318811703
1946,1,Alabama,0.450899422,0.393924217
1946,3,Arizona,0.411307633,0.341102562
1946,4,Arkansas,0.47522217,0.388778954
1946,5,California,0.40656212,0.322327805
1946,6,Colorado,0.463588029,0.391845589
1946,7,Connecticut,0.447340399,0.337188034
1946,8,Delaware,0.505423903,0.429873085
1946,9,District of Columbia,0.416693211,0.289791946
1946,10,Florida,0.484685957,0.406689796
1946,11,Georgia,0.443906814,0.396600037
1946,13,Idaho,0.365736842,0.299429531
1946,14,Illinois,0.436637729,0.370455284
1946,15,Indiana,0.405308247,0.341508255
1946,16,Iowa,0.430647641,0.343300133
1946,17,Kansas,0.43590948,0.383683853
1946,18,Kentucky,0.439950645,0.388596115
1946,19,Louisiana,0.427428782,0.391771584
1946,20,Maine,0.440762758,0.324193459
1946,21,Maryland,0.42596066,0.349864311
1946,22,Massachusetts,0.431342185,0.346472244
1946,23,Michigan,0.418198735,0.343539925
1946,24,Minnesota,0.447024733,0.360030823
1946,25,Mississippi,0.481631756,0.412238235
1946,26,Missouri,0.447645068,0.381564331
1946,27,Montana,0.433896691,0.357356682
1946,28,Nebraska,0.44879514,0.389610558
1946,29,Nevada,0.412926972,0.362012444
1946,30,New Hampshire,0.434734523,0.354461327
1946,31,New Jersey,0.420551479,0.331523323
1946,32,New Mexico,0.416677862,0.358786316
1946,33,New York,0.473631889,0.408648567
1946,34,North Carolina,0.454592735,0.35347496
1946,35,North Dakota,0.441337168,0.357170563
1946,36,Ohio,0.416141748,0.353730469
1946,37,Oklahoma,0.392501414,0.361587868
1946,38,Oregon,0.428693324,0.376424141
1946,39,Pennsylvania,0.429259449,0.354726791
1946,40,Rhode Island,0.433948874,0.338672485
1946,41,South Carolina,0.438161284,0.36081398
1946,42,South Dakota,0.43573752,0.336059837
1946,43,Tennessee,0.45705393,0.384567375
1946,44,Texas,0.433513433,0.363826408
1946,45,Utah,0.427080929,0.330199203
1946,46,Vermont,0.43403694,0.318412895
1946,47,Virginia,0.439522415,0.292951374
1946,48,Washington,0.372467339,0.278857746
1946,49,West Virginia,0.424604505,0.355366325
1946,50,Wisconsin,0.420500517,0.341631508
1946,51,Wyoming,0.41702342,0.317023315
1947,1,Alabama,0.421429157,0.371562271
1947,3,Arizona,0.373213738,0.310202427
1947,4,Arkansas,0.450163901,0.407537613
1947,5,California,0.383253366,0.301951599
1947,6,Colorado,0.455889732,0.369761696
1947,7,Connecticut,0.408523321,0.309968586
1947,8,Delaware,0.501460612,0.409350777
1947,9,District of Columbia,0.399452597,0.277197418
1947,10,Florida,0.466690183,0.37043232
1947,11,Georgia,0.438842446,0.370983582
1947,13,Idaho,0.384445578,0.294406586
1947,14,Illinois,0.417200118,0.352717285
1947,15,Indiana,0.393594503,0.315667286
1947,16,Iowa,0.426152527,0.39115097
1947,17,Kansas,0.430418283,0.365068398
1947,18,Kentucky,0.430036068,0.38943119
1947,19,Louisiana,0.404628664,0.369681778
1947,20,Maine,0.438557297,0.303687344
1947,21,Maryland,0.42309919,0.347360916
1947,22,Massachusetts,0.416976243,0.325564346
1947,23,Michigan,0.36354208,0.276052284
1947,24,Minnesota,0.428122878,0.359485168
1947,25,Mississippi,0.452115923,0.382460365
1947,26,Missouri,0.437850922,0.377408829
1947,27,Montana,0.428091556,0.344126663
1947,28,Nebraska,0.426625609,0.373423767
1947,29,Nevada,0.364174843,0.313619003
1947,30,New Hampshire,0.431290805,0.329923248
1947,31,New Jersey,0.401104629,0.313508701
1947,32,New Mexico,0.40804866,0.334727402
1947,33,New York,0.446796536,0.370088654
1947,34,North Carolina,0.43269527,0.337512665
1947,35,North Dakota,0.446847111,0.305160904
1947,36,Ohio,0.40070039,0.327667809
1947,37,Oklahoma,0.383537352,0.348205681
1947,38,Oregon,0.397834748,0.326146965
1947,39,Pennsylvania,0.412008345,0.324055367
1947,40,Rhode Island,0.393703103,0.324964523
1947,41,South Carolina,0.418629259,0.345916328
1947,42,South Dakota,0.452102989,0.35847332
1947,43,Tennessee,0.430697083,0.366713943
1947,44,Texas,0.417731643,0.338522758
1947,45,Utah,0.390568972,0.315732632
1947,46,Vermont,0.433792144,0.315446873
1947,47,Virginia,0.419442594,0.315864067
1947,48,Washington,0.354837805,0.284128723
1947,49,West Virginia,0.400930583,0.330609245
1947,50,Wisconsin,0.410379261,0.320230522
1947,51,Wyoming,0.407112926,0.316354465
1948,1,Alabama,0.417075634,0.368942451
1948,3,Arizona,0.403591603,0.340584679
1948,4,Arkansas,0.440097213,0.364855194
1948,5,California,0.418978602,0.341836243
1948,6,Colorado,0.451106995,0.370517578
1948,7,Connecticut,0.416391551,0.318651714
1948,8,Delaware,0.488768309,0.420538254
1948,9,District of Columbia,0.438855141,0.275470047
1948,10,Florida,0.453175008,0.386428337
1948,11,Georgia,0.423273236,0.360547943
1948,13,Idaho,0.429302573,0.325509758
1948,14,Illinois,0.415757567,0.324793892
1948,15,Indiana,0.401745081,0.310726318
1948,16,Iowa,0.416974038,0.292482624
1948,17,Kansas,0.448693007,0.37831131
1948,18,Kentucky,0.424371272,0.364034119
1948,19,Louisiana,0.439535797,0.398609085
1948,20,Maine,0.429791927,0.310790043
1948,21,Maryland,0.412822902,0.325100441
1948,22,Massachusetts,0.407110751,0.330654678
1948,23,Michigan,0.38961339,0.306293736
1948,24,Minnesota,0.437218487,0.325992432
1948,25,Mississippi,0.45556736,0.356725578
1948,26,Missouri,0.433957726,0.356415215
1948,27,Montana,0.425098389,0.342799911
1948,28,Nebraska,0.440079421,0.335734253
1948,29,Nevada,0.419370085,0.349222679
1948,30,New Hampshire,0.389028579,0.313023586
1948,31,New Jersey,0.403153777,0.306767063
1948,32,New Mexico,0.439598233,0.37400486
1948,33,New York,0.445307523,0.363406143
1948,34,North Carolina,0.431948334,0.329625854
1948,35,North Dakota,0.4367688,0.320323334
1948,36,Ohio,0.40029794,0.332675438
1948,37,Oklahoma,0.433229387,0.415062027
1948,38,Oregon,0.419598132,0.353590279
1948,39,Pennsylvania,0.393397331,0.330419235
1948,40,Rhode Island,0.395844668,0.360323334
1948,41,South Carolina,0.41606304,0.319301682
1948,42,South Dakota,0.442554653,0.305856037
1948,43,Tennessee,0.427344233,0.361926613
1948,44,Texas,0.45654574,0.387215118
1948,45,Utah,0.383809984,0.311986313
1948,46,Vermont,0.419331342,0.333157768
1948,47,Virginia,0.414067715,0.314805832
1948,48,Washington,0.401675701,0.319025841
1948,49,West Virginia,0.404618621,0.330305939
1948,50,Wisconsin,0.404053777,0.311068554
1948,51,Wyoming,0.423524439,0.327349472
1949,1,Alabama,0.418750346,0.381586761
1949,3,Arizona,0.385040492,0.315385361
1949,4,Arkansas,0.418204516,0.388236351
1949,5,California,0.415586442,0.327227859
1949,6,Colorado,0.430062026,0.354045067
1949,7,Connecticut,0.435656846,0.322723427
1949,8,Delaware,0.53615129,0.44344696
1949,9,District of Columbia,0.402440846,0.266519985
1949,10,Florida,0.438007355,0.370347366
1949,11,Georgia,0.420299977,0.362235222
1949,13,Idaho,0.414786279,0.317065582
1949,14,Illinois,0.413132817,0.330368118
1949,15,Indiana,0.395041227,0.325441399
1949,16,Iowa,0.408057958,0.330783691
1949,17,Kansas,0.439116508,0.351719856
1949,18,Kentucky,0.415312648,0.367030945
1949,19,Louisiana,0.425525725,0.383936234
1949,20,Maine,0.419400454,0.304964485
1949,21,Maryland,0.424576312,0.3231464
1949,22,Massachusetts,0.399687111,0.326164589
1949,23,Michigan,0.39911288,0.306176701
1949,24,Minnesota,0.431814313,0.331169624
1949,25,Mississippi,0.441151947,0.399578667
1949,26,Missouri,0.419583708,0.370305557
1949,27,Montana,0.420552135,0.34168972
1949,28,Nebraska,0.440747648,0.349967041
1949,29,Nevada,0.422491729,0.323209419
1949,30,New Hampshire,0.414375067,0.308969936
1949,31,New Jersey,0.409179449,0.304316597
1949,32,New Mexico,0.437028319,0.36146553
1949,33,New York,0.441759229,0.35357029
1949,34,North Carolina,0.427015096,0.32490139
1949,35,North Dakota,0.421041936,0.32036293
1949,36,Ohio,0.402139455,0.338554726
1949,37,Oklahoma,0.438896209,0.393564529
1949,38,Oregon,0.400321156,0.336101341
1949,39,Pennsylvania,0.401034087,0.331956596
1949,40,Rhode Island,0.420783669,0.342393074
1949,41,South Carolina,0.391681731,0.329687157
1949,42,South Dakota,0.440340817,0.341922073
1949,43,Tennessee,0.410069168,0.377117996
1949,44,Texas,0.433783501,0.355082207
1949,45,Utah,0.385327518,0.300363522
1949,46,Vermont,0.424128324,0.319940758
1949,47,Virginia,0.407855511,0.315595798
1949,48,Washington,0.399187446,0.310470848
1949,49,West Virginia,0.375026941,0.338400116
1949,50,Wisconsin,0.401899964,0.312174625
1949,51,Wyoming,0.407498002,0.281233101
1950,1,Alabama,0.425281018,0.390128975
1950,3,Arizona,0.424009413,0.367133827
1950,4,Arkansas,0.433183789,0.395440331
1950,5,California,0.428409547,0.339485703
1950,6,Colorado,0.435291618,0.374342575
1950,7,Connecticut,0.437992275,0.33967392
1950,8,Delaware,0.543453693,0.463027878
1950,9,District of Columbia,0.421425462,0.286797028
1950,10,Florida,0.457246423,0.388867149
1950,11,Georgia,0.423919111,0.346733055
1950,13,Idaho,0.417764634,0.334473495
1950,14,Illinois,0.423514605,0.331052742
1950,15,Indiana,0.39243421,0.309718971
1950,16,Iowa,0.410767168,0.315130768
1950,17,Kansas,0.439016998,0.349255028
1950,18,Kentucky,0.419251233,0.382011528
1950,19,Louisiana,0.428193182,0.394765892
1950,20,Maine,0.418175161,0.329878082
1950,21,Maryland,0.426547825,0.322613678
1950,22,Massachusetts,0.423943281,0.325424957
1950,23,Michigan,0.400843233,0.306445026
1950,24,Minnesota,0.410649091,0.334624329
1950,25,Mississippi,0.444082677,0.383282623
1950,26,Missouri,0.434719205,0.374117661
1950,27,Montana,0.416326165,0.301918907
1950,28,Nebraska,0.42475754,0.32055706
1950,29,Nevada,0.442937642,0.344013939
1950,30,New Hampshire,0.408230811,0.327007675
1950,31,New Jersey,0.407058984,0.302713337
1950,32,New Mexico,0.42253527,0.370111427
1950,33,New York,0.450362355,0.367215309
1950,34,North Carolina,0.424947351,0.326584091
1950,35,North Dakota,0.429726899,0.284818726
1950,36,Ohio,0.404803097,0.328390465
1950,37,Oklahoma,0.443080008,0.424604607
1950,38,Oregon,0.41527757,0.347145233
1950,39,Pennsylvania,0.404258817,0.33533802
1950,40,Rhode Island,0.416047066,0.357723541
1950,41,South Carolina,0.416140169,0.359825325
1950,42,South Dakota,0.4253923,0.298794804
1950,43,Tennessee,0.436380535,0.388379288
1950,44,Texas,0.453848809,0.40051857
1950,45,Utah,0.390965849,0.309812794
1950,46,Vermont,0.414493054,0.344040565
1950,47,Virginia,0.417276144,0.32530571
1950,48,Washington,0.399951726,0.31868082
1950,49,West Virginia,0.393291563,0.345020676
1950,50,Wisconsin,0.412789017,0.310281639
1950,51,Wyoming,0.418826938,0.301132412
1951,1,Alabama,0.410921663,0.368905373
1951,3,Arizona,0.434709132,0.319738827
1951,4,Arkansas,0.435564697,0.376518288
1951,5,California,0.424053222,0.313400288
1951,6,Colorado,0.439332336,0.327345085
1951,7,Connecticut,0.415610492,0.300522938
1951,8,Delaware,0.508829176,0.417890472
1951,9,District of Columbia,0.424611688,0.280530014
1951,10,Florida,0.447726607,0.385815086
1951,11,Georgia,0.434690148,0.33498867
1951,13,Idaho,0.399540246,0.316871204
1951,14,Illinois,0.414592892,0.314057674
1951,15,Indiana,0.395588279,0.282198982
1951,16,Iowa,0.411757916,0.291447468
1951,17,Kansas,0.427519649,0.32721817
1951,18,Kentucky,0.425767571,0.346442032
1951,19,Louisiana,0.431297809,0.376318359
1951,20,Maine,0.41457358,0.314347496
1951,21,Maryland,0.427838206,0.305373898
1951,22,Massachusetts,0.414025635,0.30338768
1951,23,Michigan,0.398964882,0.293816738
1951,24,Minnesota,0.421880722,0.30771368
1951,25,Mississippi,0.432977825,0.366302223
1951,26,Missouri,0.438247114,0.355259094
1951,27,Montana,0.42304492,0.285357933
1951,28,Nebraska,0.424283415,0.314923096
1951,29,Nevada,0.451679885,0.318113441
1951,30,New Hampshire,0.404192418,0.31787878
1951,31,New Jersey,0.398122042,0.278820305
1951,32,New Mexico,0.438335866,0.33453331
1951,33,New York,0.445521057,0.356322746
1951,34,North Carolina,0.424888194,0.316622181
1951,35,North Dakota,0.421250403,0.28520071
1951,36,Ohio,0.398364723,0.302758007
1951,37,Oklahoma,0.435777485,0.397396584
1951,38,Oregon,0.416621923,0.327822456
1951,39,Pennsylvania,0.397280157,0.307523842
1951,40,Rhode Island,0.420248657,0.324119911
1951,41,South Carolina,0.404368073,0.304601116
1951,42,South Dakota,0.428184301,0.26775877
1951,43,Tennessee,0.427064717,0.364568787
1951,44,Texas,0.44858852,0.353964043
1951,45,Utah,0.393640667,0.28780777
1951,46,Vermont,0.409046918,0.317128372
1951,47,Virginia,0.424348861,0.29386076
1951,48,Washington,0.391509175,0.304997158
1951,49,West Virginia,0.392625242,0.320875092
1951,50,Wisconsin,0.400665462,0.279918346
1951,51,Wyoming,0.452843815,0.30220665
1952,1,Alabama,0.421670586,0.356229858
1952,3,Arizona,0.424752116,0.304913044
1952,4,Arkansas,0.438712269,0.344826698
1952,5,California,0.410712451,0.294945545
1952,6,Colorado,0.435628176,0.314206028
1952,7,Connecticut,0.426397234,0.298495502
1952,8,Delaware,0.489296526,0.387434883
1952,9,District of Columbia,0.421277583,0.287870045
1952,10,Florida,0.443515927,0.361723824
1952,11,Georgia,0.433260083,0.329489059
1952,13,Idaho,0.427679926,0.307551231
1952,14,Illinois,0.411729187,0.300580864
1952,15,Indiana,0.394381821,0.275574284
1952,16,Iowa,0.412351131,0.26710001
1952,17,Kansas,0.436174989,0.283926678
1952,18,Kentucky,0.413629025,0.340022659
1952,19,Louisiana,0.428857744,0.364365311
1952,20,Maine,0.399651825,0.291984768
1952,21,Maryland,0.421719372,0.297337418
1952,22,Massachusetts,0.416374892,0.303835945
1952,23,Michigan,0.400946438,0.278936501
1952,24,Minnesota,0.418793142,0.299498024
1952,25,Mississippi,0.437072158,0.359660759
1952,26,Missouri,0.436546355,0.338233032
1952,27,Montana,0.416295737,0.284454041
1952,28,Nebraska,0.4185763,0.283085995
1952,29,Nevada,0.397202432,0.300636196
1952,30,New Hampshire,0.412134647,0.289433289
1952,31,New Jersey,0.397030115,0.270977154
1952,32,New Mexico,0.431015074,0.325899353
1952,33,New York,0.432099104,0.337928963
1952,34,North Carolina,0.425248504,0.323266678
1952,35,North Dakota,0.421773463,0.302612019
1952,36,Ohio,0.404078513,0.296314869
1952,37,Oklahoma,0.441604197,0.368080673
1952,38,Oregon,0.4184587,0.312615051
1952,39,Pennsylvania,0.395404786,0.299592838
1952,40,Rhode Island,0.403858185,0.308604603
1952,41,South Carolina,0.414269984,0.313905067
1952,42,South Dakota,0.437683165,0.301910992
1952,43,Tennessee,0.426907331,0.360528984
1952,44,Texas,0.4435139,0.331828003
1952,45,Utah,0.407107323,0.284100552
1952,46,Vermont,0.415628523,0.306030483
1952,47,Virginia,0.426289111,0.286845608
1952,48,Washington,0.399003118,0.29103178
1952,49,West Virginia,0.393053532,0.3360606
1952,50,Wisconsin,0.40163216,0.277405853
1952,51,Wyoming,0.417379528,0.281922207
1953,1,Alabama,0.410372674,0.341306267
1953,3,Arizona,0.411104709,0.276383915
1953,4,Arkansas,0.428117514,0.366769867
1953,5,California,0.406925738,0.277876396
1953,6,Colorado,0.417602539,0.305009193
1953,7,Connecticut,0.397970647,0.274750252
1953,8,Delaware,0.474834383,0.374141846
1953,9,District of Columbia,0.40746811,0.273694572
1953,10,Florida,0.441029459,0.343131561
1953,11,Georgia,0.432586014,0.316363754
1953,13,Idaho,0.408204138,0.286091499
1953,14,Illinois,0.41634348,0.289596024
1953,15,Indiana,0.392195255,0.259099731
1953,16,Iowa,0.406706303,0.284986076
1953,17,Kansas,0.427552402,0.291264992
1953,18,Kentucky,0.41655463,0.327883606
1953,19,Louisiana,0.430211306,0.33804348
1953,20,Maine,0.391088307,0.298377666
1953,21,Maryland,0.412556916,0.277336483
1953,22,Massachusetts,0.409874767,0.284815216
1953,23,Michigan,0.397118539,0.271946621
1953,24,Minnesota,0.429251492,0.291579304
1953,25,Mississippi,0.429593712,0.356323318
1953,26,Missouri,0.435083598,0.334237633
1953,27,Montana,0.416486859,0.268440285
1953,28,Nebraska,0.424153268,0.296072369
1953,29,Nevada,0.393320799,0.246890926
1953,30,New Hampshire,0.405938387,0.288365002
1953,31,New Jersey,0.391025692,0.259029999
1953,32,New Mexico,0.41913709,0.298427925
1953,33,New York,0.432836533,0.32890522
1953,34,North Carolina,0.423823684,0.31104353
1953,35,North Dakota,0.439536661,0.288094749
1953,36,Ohio,0.391356468,0.280403366
1953,37,Oklahoma,0.429351091,0.359074745
1953,38,Oregon,0.420548409,0.29543829
1953,39,Pennsylvania,0.393221438,0.279280396
1953,40,Rhode Island,0.403447866,0.291752548
1953,41,South Carolina,0.399674356,0.292300968
1953,42,South Dakota,0.428840995,0.278516636
1953,43,Tennessee,0.425894052,0.333489151
1953,44,Texas,0.440709442,0.323475151
1953,45,Utah,0.402183115,0.269144249
1953,46,Vermont,0.420536906,0.301326904
1953,47,Virginia,0.424312532,0.27609539
1953,48,Washington,0.39755857,0.276310616
1953,49,West Virginia,0.39052102,0.313592148
1953,50,Wisconsin,0.410659939,0.272991829
1953,51,Wyoming,0.398223966,0.258874111
1954,1,Alabama,0.409828275,0.365698776
1954,3,Arizona,0.426854342,0.302580719
1954,4,Arkansas,0.448495954,0.400464172
1954,5,California,0.413235396,0.298793049
1954,6,Colorado,0.419538945,0.325850334
1954,7,Connecticut,0.415277213,0.293196468
1954,8,Delaware,0.533881128,0.401852531
1954,9,District of Columbia,0.429527849,0.301919174
1954,10,Florida,0.454306185,0.362526093
1954,11,Georgia,0.43592912,0.342854424
1954,13,Idaho,0.377492607,0.299488297
1954,14,Illinois,0.420881748,0.305281105
1954,15,Indiana,0.391718417,0.276582928
1954,16,Iowa,0.423103929,0.272627563
1954,17,Kansas,0.421727419,0.292156258
1954,18,Kentucky,0.436372727,0.355079536
1954,19,Louisiana,0.426175624,0.355352783
1954,20,Maine,0.428026199,0.314163055
1954,21,Maryland,0.412274331,0.286331997
1954,22,Massachusetts,0.412642956,0.287261276
1954,23,Michigan,0.404382139,0.281691456
1954,24,Minnesota,0.42269817,0.292061424
1954,25,Mississippi,0.432518125,0.384338036
1954,26,Missouri,0.440321386,0.333833923
1954,27,Montana,0.403828055,0.282133446
1954,28,Nebraska,0.444832504,0.285277576
1954,29,Nevada,0.429176748,0.303764286
1954,30,New Hampshire,0.405896991,0.285152321
1954,31,New Jersey,0.407698125,0.279293518
1954,32,New Mexico,0.44497934,0.313548031
1954,33,New York,0.43825379,0.342590637
1954,34,North Carolina,0.428750426,0.318332443
1954,35,North Dakota,0.453518033,0.284989719
1954,36,Ohio,0.396432966,0.281685143
1954,37,Oklahoma,0.442957491,0.369882622
1954,38,Oregon,0.398750812,0.306697197
1954,39,Pennsylvania,0.407196224,0.298140812
1954,40,Rhode Island,0.43395707,0.299323063
1954,41,South Carolina,0.40845865,0.313026104
1954,42,South Dakota,0.422073454,0.28296196
1954,43,Tennessee,0.424239069,0.341714859
1954,44,Texas,0.442190409,0.337669449
1954,45,Utah,0.401899427,0.286569786
1954,46,Vermont,0.413558543,0.29977602
1954,47,Virginia,0.426207095,0.290108261
1954,48,Washington,0.401008725,0.283542461
1954,49,West Virginia,0.4092592,0.348673019
1954,50,Wisconsin,0.414580435,0.277385044
1954,51,Wyoming,0.417084962,0.273441448
1955,1,Alabama,0.431886792,0.346378937
1955,3,Arizona,0.42435497,0.304205494
1955,4,Arkansas,0.435828596,0.368828926
1955,5,California,0.426413208,0.31188942
1955,6,Colorado,0.481593996,0.320239487
1955,7,Connecticut,0.417438567,0.296429482
1955,8,Delaware,0.514296949,0.4149226
1955,9,District of Columbia,0.433113486,0.328584251
1955,10,Florida,0.471134365,0.360280533
1955,11,Georgia,0.444834054,0.319626503
1955,13,Idaho,0.444267601,0.292400818
1955,14,Illinois,0.42687422,0.298362484
1955,15,Indiana,0.410101384,0.278819923
1955,16,Iowa,0.45614326,0.292857552
1955,17,Kansas,0.463564932,0.296082497
1955,18,Kentucky,0.445243955,0.347190285
1955,19,Louisiana,0.441747159,0.356720657
1955,20,Maine,0.438638687,0.289064522
1955,21,Maryland,0.416451156,0.283155041
1955,22,Massachusetts,0.432694077,0.311917439
1955,23,Michigan,0.40244633,0.275522499
1955,24,Minnesota,0.44124195,0.300802879
1955,25,Mississippi,0.444293618,0.356449318
1955,26,Missouri,0.446164995,0.330122757
1955,27,Montana,0.436278582,0.268162193
1955,28,Nebraska,0.485229194,0.310005341
1955,29,Nevada,0.459661216,0.2904356
1955,30,New Hampshire,0.423277348,0.282007523
1955,31,New Jersey,0.405189365,0.283118629
1955,32,New Mexico,0.448372364,0.31499691
1955,33,New York,0.449861467,0.351943169
1955,34,North Carolina,0.433014214,0.309904041
1955,35,North Dakota,0.491765499,0.269834251
1955,36,Ohio,0.400606275,0.289759121
1955,37,Oklahoma,0.455728918,0.359899445
1955,38,Oregon,0.424164355,0.295302944
1955,39,Pennsylvania,0.410895318,0.299775448
1955,40,Rhode Island,0.448413819,0.327309723
1955,41,South Carolina,0.412780792,0.305178928
1955,42,South Dakota,0.469809294,0.30743597
1955,43,Tennessee,0.449674636,0.345451813
1955,44,Texas,0.469944268,0.328684883
1955,45,Utah,0.400698364,0.278133869
1955,46,Vermont,0.465904891,0.303502731
1955,47,Virginia,0.438921839,0.292411022
1955,48,Washington,0.414393008,0.28583128
1955,49,West Virginia,0.406991571,0.334298019
1955,50,Wisconsin,0.422916949,0.280088768
1955,51,Wyoming,0.453167051,0.272650661
1956,1,Alabama,0.436944634,0.335841408
1956,3,Arizona,0.425832093,0.301558533
1956,4,Arkansas,0.476980805,0.385454369
1956,5,California,0.424455911,0.30088932
1956,6,Colorado,0.460714042,0.330180817
1956,7,Connecticut,0.424615711,0.302580929
1956,8,Delaware,0.493185669,0.368248711
1956,9,District of Columbia,0.450416595,0.321433754
1956,10,Florida,0.477265775,0.359074287
1956,11,Georgia,0.443302989,0.311882401
1956,13,Idaho,0.442543715,0.297710056
1956,14,Illinois,0.422926128,0.302169724
1956,15,Indiana,0.406109095,0.276673031
1956,16,Iowa,0.433182716,0.279277477
1956,17,Kansas,0.459555328,0.287928734
1956,18,Kentucky,0.447725475,0.333809814
1956,19,Louisiana,0.448361456,0.34357338
1956,20,Maine,0.440302551,0.284585724
1956,21,Maryland,0.411463827,0.282986546
