iso,sce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
HRV,SSP2,20130.6651,20025.57626,20091.11466,20294.07819,20604.21885,20994.23957,21440.40003,21922.24544,22422.06024,22925.44284,23421.62393,23899.18829,24346.06863,24772.49167,25200.24607,25642.62356,26093.96057,26551.73112,27015.99204,27485.05235,27957.78511,28434.81807,28916.51727,29401.64821,29889.4914,30379.09026,30869.88836,31361.8843,31852.56343,32339.4915,32820.1435,33294.78096,33763.7033,34226.59014,34684.89697,35139.19771,35589.80718,36036.43605,36482.39087,36931.29746,37385.91841,37846.75748,38314.77509,38789.95398,39271.67449,39760.01361,40255.58333,40758.71337,41269.43874,41788.04292,42314.42566,42848.7941,43390.43218,43940.46462,44499.48113,45067.43132,45644.17445,46229.72412,46821.63195,47416.42608,48011.22065,48606.33208,49201.4036,49796.77615,50393.14469,50991.50304,51591.11745,52192.2835,52795.43059,53401.22516,54010.76717,54623.99824,55241.19355,55862.55252,56488.62187,57119.99673,57756.6106,58398.39656,59046.47186,59700.96778,60362.3504,61030.62243,61706.18486,62388.72873,63078.33153,63774.68395,64477.8653,65187.1983,65902.39477,66623.51304,67349.51466
CUB,SSP2,6447.224793,6738.06152,6996.242792,7229.180559,7443.622904,7645.438954,7840.021676,8031.681566,8224.349633,8420.867436,8623.592144,8835.018707,9058.094363,9289.480141,9522.882101,9754.533254,9985.961487,10218.06826,10451.50009,10687.57477,10927.50057,11171.60487,11420.34851,11675.7347,11940.62752,12217.23553,12506.06645,12807.43149,13123.04188,13455.31873,13805.3384,14173.56932,14560.48802,14964.11506,15380.54439,15806.9651,16243.94613,16691.50579,17148.80136,17614.67452,18088.64094,18570.40528,19059.69886,19558.06176,20068.45511,20592.7791,21131.2191,21684.03474,22251.35738,22832.47567,23426.81271,24034.9496,24657.50741,25293.77572,25942.66373,26603.46808,27276.26235,27960.39078,28658.08402,29372.57358,30105.94006,30857.96331,31628.71618,32416.62828,33219.28144,34034.42802,34862.41523,35703.10632,36556.37336,37422.28533,38301.24464,39193.00003,40097.71395,41016.02308,41949.59481,42899.28628,43865.59565,44849.08157,45849.85547,46867.9212,47902.97891,48955.91561,50026.91643,51116.65159,52225.14493,53352.77003,54500.07894,55667.13531,56854.38764,58062.19116,59290.65229
CYP,SSP2,23941.12928,23267.76546,22828.74344,22576.32506,22469.65928,22474.30081,22559.6961,22701.03135,22877.85427,23073.80213,23277.38961,23475.54482,23657.65649,23833.0465,24023.66184,24240.5679,24478.35836,24733.84054,25004.77849,25287.00937,25577.44233,25876.03939,26183.68877,26499.69522,26826.63062,27164.56899,27513.31617,27870.91002,28236.94001,28607.53956,28980.78067,29356.66488,29736.88388,30117.48636,30498.1249,30876.77903,31254.52456,31631.61791,32011.96935,32399.5972,32798.30179,33209.24554,33632.23258,34070.17406,34522.37596,34991.01227,35476.60831,35978.54551,36499.6451,37042.20986,37606.94577,38194.23101,38804.08882,39435.79927,40088.03274,40757.52678,41445.07243,42151.30496,42872.64355,43606.14999,44349.7208,45102.95597,45865.40628,46636.61145,47415.36482,48202.69409,48997.2531,49799.94237,50608.68658,51423.70103,52244.35196,53071.45321,53904.34033,54743.42976,55590.44185,56446.50549,57310.85864,58184.24515,59067.35995,59961.73152,60868.15167,61787.44488,62718.90069,63663.43569,64621.24085,65592.5407,66576.8209,67573.60984,68584.14451,69606.42622,70641.02309
CZE,SSP2,26589.46332,27005.70819,27556.53272,28217.46971,28966.80885,29785.60917,30657.49519,31568.5565,32507.39434,33464.84909,34434.3936,35408.46812,36378.79234,37354.78027,38354.35323,39388.22572,40451.60568,41542.30354,42658.26277,43795.89225,44952.14834,46126.06389,47316.14496,48518.53184,49728.43485,50941.18558,52155.48769,53371.79633,54578.98152,55760.97821,56908.64229,58022.38531,59099.11909,60153.50503,61209.43777,62282.14598,63369.96287,64475.57515,65592.97741,66710.58894,67822.25015,68932.77418,70045.26076,71164.08476,72295.90432,73446.16674,74615.52457,75803.46933,77020.86124,78283.77188,79601.91411,80974.3345,82402.31717,83877.70022,85386.45046,86918.20289,88473.27736,90051.28725,91643.24975,93237.22442,94824.77981,96404.32324,97972.85503,99532.30128,101087.9668,102642.8883,104195.1981,105743.8709,107289.8654,108834.6006,110379.2337,111924.3592,113470.8168,115019.6514,116571.8845,118128.8377,119691.7747,121261.9233,122842.0489,124436.1971,126047.1066,127676.1778,129324.5886,130994.1802,132686.1988,134402.1297,136143.0589,137910.0392,139703.9372,141525.7326,143375.8838
DNK,SSP2,41743.46315,42010.04473,42390.30557,42856.49069,43383.70347,43950.18789,44537.50218,45129.76289,45714.29322,46281.33431,46824.03612,47335.41756,47809.26503,48254.40844,48688.4254,49122.96768,49556.4652,49989.75307,50427.91956,50876.18895,51339.18896,51819.57831,52319.76959,52843.98037,53396.44891,53980.41836,54597.27336,55247.802,55932.32253,56649.47169,57398.58297,58178.96468,58990.05008,59829.91488,60696.17048,61586.37809,62499.386,63434.49021,64385.78284,65345.1021,66307.45233,67272.39274,68238.82715,69208.51111,70184.56797,71169.30376,72161.93267,73162.29346,74172.84529,75197.54553,76238.76416,77297.08115,78373.16258,79467.02344,80577.53731,81703.97446,82847.51192,84008.66837,85187.08023,86382.10417,87593.34933,88820.98382,90064.6505,91326.66273,92610.49345,93917.88497,95248.41792,96602.03557,97976.09836,99367.1954,100772.6489,102192.5318,103626.4283,105073.6911,106532.8636,108003.3636,109485.2168,110978.1333,112482.5672,113998.8199,115527.7099,117069.6586,118625.4491,120196.2008,121782.8834,123386.7695,125009.4961,126652.3314,128317.4359,130006.37,131721.3047
DJI,SSP2,2378.191737,2436.738645,2504.231222,2579.104547,2663.438663,2759.18264,2864.749311,2982.028853,3111.702636,3252.244911,3405.453862,3570.928932,3748.314506,3938.279905,4139.414532,4352.415697,4576.014934,4811.957697,5058.042752,5316.026135,5584.752943,5864.069289,6155.710543,6457.643323,6770.644803,7096.393746,7433.872005,7783.001382,8143.728393,8516.029072,8899.901323,9295.361609,9701.603959,10120.39529,10550.09949,10992.51106,11446.89448,11913.34316,12392.199,12883.1376,13385.77502,13901.153,14428.75515,14969.48332,15523.27698,16090.94827,16671.93784,17267.23823,17876.26023,18500.82197,19141.13145,19797.36988,20469.76792,21156.79668,21858.38661,22573.7774,23302.4009,24045.19432,24800.21811,25569.5866,26353.00321,27149.89164,27960.47362,28784.31668,29621.79298,30473.98999,31339.64107,32219.89527,33113.80288,34022.43012,34945.51016,35882.49109,36834.23333,37799.7494,38779.95256,39774.78641,40784.3744,41808.12022,42847.13677,43901.75651,44971.44976,46056.33033,47156.45872,48271.03539,49399.17984,50541.48339,51696.8552,52863.27797,54041.80981,55229.34591,56425.8716
DOM,SSP2,9408.780821,9689.376675,10004.83514,10347.09072,10709.24506,11085.47335,11470.75163,11861.01008,12252.97712,12644.43516,13033.66576,13418.83005,13798.17541,14174.58665,14553.07356,14936.8737,15325.14574,15718.31349,16115.3235,16514.68988,16915.69017,17319.12017,17725.08885,18135.83231,18554.67295,18983.73396,19422.88567,19872.55434,20331.8222,20798.8975,21272.72799,21753.74662,22242.08295,22737.55713,23239.73469,23748.52665,24263.8528,24785.55456,25314.56637,25852.69117,26400.86017,26959.18898,27527.91173,28106.36765,28693.35871,29288.01466,29890.67572,30501.20855,31120.41413,31749.23369,32388.22373,33037.31883,33696.67969,34365.31018,35041.7437,35724.99256,36415.23335,37112.27024,37816.8663,38530.01614,39252.74357,39984.82905,40726.42695,41477.91836,42239.64412,43012.0393,43795.10736,44589.04506,45393.54183,46208.7068,47034.169,47869.99356,48716.27641,49572.29946,50436.84608,51309.06407,52188.87284,53075.96931,53970.44314,54872.33477,55781.93432,56698.9473,57623.15008,58554.56329,59493.05586,60438.57731,61391.10152,62350.51955,63316.84223,64290.15117,65270.32415
ECU,SSP2,8078.28807,8344.86307,8586.184702,8810.272856,9024.218119,9233.739636,9443.865006,9658.624911,9881.333585,10114.42421,10359.57869,10618.59301,10893.03628,11180.91176,11478.60198,11783.90449,12097.83189,12421.11378,12752.48821,13089.66256,13431.77396,13779.24723,14131.95603,14492.60537,14865.2111,15252.25315,15653.58274,16069.55096,16499.9062,16944.00384,17401.41632,17872.81797,18358.68064,18858.73988,19372.36721,19899.28741,20439.82541,20994.02394,21562.82934,22147.59007,22749.24284,23367.76231,24003.24617,24655.83744,25325.62273,26012.5579,26716.80342,27438.61383,28177.1283,28931.0536,29699.36868,30482.16144,31279.21214,32090.80487,32917.70152,33760.30172,34618.41549,35492.04855,36380.97223,37285.19717,38204.62131,39139.34608,40089.42935,41055.06582,42036.44794,43033.82694,44047.1478,45076.51649,46122.10344,47184.24496,48263.199,49359.05787,50472.12844,51601.92338,52747.80482,53909.34561,55086.54495,56279.10461,57487.79055,58713.87602,59958.21207,61220.19043,62499.25031,63795.03805,65106.71675,66433.41989,67773.92845,69126.80216,70490.32931,71862.39298,73240.60312
EGY,SSP2,6218.93782,6166.952397,6213.645484,6341.051042,6533.600841,6777.974321,7062.929631,7379.112717,7718.909619,8076.341014,8446.891559,8826.305092,9210.514443,9602.302433,10007.54046,10429.61617,10866.41688,11316.99454,11781.32366,12259.31264,12750.92032,13255.99255,13774.20464,14306.05428,14852.35701,15413.39537,15988.71862,16578.14728,17180.30898,17793.29989,18415.80811,19047.94382,19689.78231,20340.65205,20999.77543,21666.92042,22342.36095,23026.17372,23719.80324,24425.29779,25143.9662,25875.70799,26620.49664,27378.90785,28151.6074,28938.93984,29740.80462,30557.14241,31387.28354,32230.17547,33085.00776,33951.66599,34830.04202,35719.22841,36618.08053,37525.8789,38442.56769,39367.97276,40302.37889,41246.37615,42200.36039,43164.33619,44138.51836,45122.51622,46115.53336,47117.08318,48127.27468,49145.95526,50174.04202,51213.03205,52263.9159,53326.57266,54401.11059,55487.17389,56584.02644,57691.12726,58808.41908,59935.59625,61072.98247,62221.3379,63381.05791,64551.6338,65732.55874,66923.34047,68123.28896,69331.57997,70547.1472,71768.73664,72994.84771,74223.72439,75453.35784
SLV,SSP2,6705.838042,6733.172775,6795.796696,6888.359675,7005.761171,7143.499914,7297.670088,7465.122364,7642.919009,7829.022373,8021.751943,8219.260458,8420.054136,8625.315946,8838.061151,9060.07913,9290.667004,9530.022025,9777.260311,10031.11869,10290.98188,10557.12437,10829.43927,11109.68669,11400.00808,11702.07764,12015.81497,12341.46742,12678.97203,13027.79269,13387.63248,13759.08563,14142.11478,14536.67055,14942.65386,15359.81096,15788.13723,16227.78557,16678.56816,17140.6788,17614.28088,18099.40519,18596.37121,19104.4786,19622.37825,20149.61599,20686.65828,21233.61396,21791.72054,22362.40293,22946.27264,23543.71144,24154.22354,24779.54184,25421.60088,26082.12508,26760.93831,27458.54467,28174.06806,28906.04379,29653.58204,30417.2151,31196.82225,31991.96807,32801.53383,33624.87158,34461.83984,35312.3288,36176.57907,37055.13199,37948.37267,38856.39101,39779.3379,40717.28929,41670.99621,42640.27588,43625.51518,44626.88915,45644.60735,46678.9805,47730.34689,48798.48823,49883.12303,50984.12068,52100.8625,53233.12707,54379.96211,55541.05267,56715.11373,57901.23519,59098.49382
GNQ,SSP2,34497.49668,35569.56311,36041.82604,36107.04805,35918.02185,35602.71533,35259.92468,34966.51584,34776.03366,34722.68661,34827.36427,35111.39563,35601.35309,36222.17979,36857.94414,37442.20588,37993.1489,38512.63976,39011.88095,39512.69742,40027.02455,40547.67582,41071.50318,41602.33078,42145.38024,42704.19744,43278.28181,43869.25128,44474.91481,45093.94427,45725.23438,46368.81727,47025.44288,47693.86403,48374.03611,49063.98939,49764.63019,50476.26962,51196.59976,51922.85493,52654.41102,53390.20693,54130.62166,54878.44129,55636.58181,56407.84072,57191.75866,57989.44644,58798.01552,59615.59081,60441.75303,61275.7098,62117.27815,62968.09092,63830.25016,64704.60034,65591.03026,66489.75191,67397.62784,68308.79467,69220.05599,70131.683,71043.76666,71956.7993,72873.92872,73795.75224,74722.08293,75653.86835,76590.13331,77532.48288,78481.91832,79438.40355,80403.02404,81375.6823,82355.91282,83344.7793,84341.72096,85346.70165,86361.19028,87388.1929,88429.29514,89483.97731,90550.65834,91630.45804,92720.94818,93821.72669,94930.66575,96045.10763,97163.12858,98280.90805,99394.08327
ERI,SSP2,549.4212679,580.8242944,597.0397834,602.3853939,600.8952307,595.4161779,588.4764531,581.9763988,577.270709,575.4048017,576.9934055,582.6025069,592.7571451,606.3537024,621.3069026,636.3072979,651.9256564,668.2622818,685.2536116,703.1071641,721.6282876,741.0340866,761.2725602,782.6933314,805.5165192,830.3037731,856.9672014,885.7736147,916.5615099,949.7641807,985.2295318,1023.326638,1064.09247,1107.771997,1154.593422,1204.778632,1258.452347,1315.937698,1377.331371,1442.817358,1512.579216,1586.911162,1665.913773,1749.94018,1839.133947,1933.922241,2034.381558,2140.764342,2253.171659,2372.084931,2497.618629,2630.041272,2769.551455,2916.307512,3070.527319,3232.367456,3402.031257,3579.789237,3765.938733,3960.858162,4164.736549,4378.082219,4601.199792,4834.548766,5078.59945,5333.703277,5600.319159,5878.71484,6169.692294,6473.759698,6791.781586,7124.028182,7471.070854,7833.3101,8211.100924,8604.71353,9014.630385,9441.073199,9884.498612,10345.29547,10823.84767,11320.45722,11835.30965,12368.787,12921.14213,13492.64721,14083.44565,14693.85864,15324.08086,15974.24582,16644.60213
EST,SSP2,21051.05709,22154.77026,23233.65423,24290.68839,25327.90006,26346.33648,27348.94047,28339.6071,29318.43298,30290.28458,31258.15378,32223.93856,33189.38195,34161.8789,35149.31296,36157.28727,37187.67274,38242.51768,39321.0479,40425.72026,41555.29876,42709.5917,43889.41454,45089.16786,46302.50391,47522.59874,48748.82229,49977.36528,51206.38931,52436.8388,53665.48601,54890.02578,56109.33264,57319.43478,58515.9039,59694.06083,60856.31467,62005.12998,63135.70333,64240.47357,65318.55347,66372.54015,67401.21871,68425.3292,69476.11311,70572.30463,71713.52079,72903.03426,74138.01728,75411.15741,76717.56802,78059.39515,79437.13991,80842.50643,82267.17159,83701.33429,85144.07152,86595.2264,88045.31084,89487.08525,90914.2684,92325.44295,93717.13731,95096.94721,96472.84077,97851.64204,99233.34213,100617.975,102005.9878,103395.8581,104786.9384,106181.4486,107582.8004,108991.8233,110414.4583,111854.716,113312.8584,114789.1855,116288.8717,117814.77,119372.2226,120959.5372,122577.2379,124223.6717,125898.4384,127600.1327,129326.4056,131073.9222,132838.4051,134617.8726,136405.0169
SWZ,SSP2,5332.72076,5193.918237,5078.087179,4986.187004,4918.438356,4874.333795,4853.534788,4854.968432,4879.431899,4925.218426,4990.763427,5076.254707,5181.886043,5303.214569,5436.131749,5579.03117,5730.88433,5891.520153,6061.002804,6241.074596,6431.794533,6633.871738,6845.741759,7069.444553,7305.248,7554.292282,7815.72413,8090.931945,8378.311673,8679.377894,8993.3539,9320.118837,9661.058901,10013.9354,10381.02904,10760.15283,11152.7783,11558.21455,11976.36308,12407.76917,12851.60086,13307.9124,13777.43375,14260.4363,14757.37716,15268.63357,15795.0168,16336.66515,16893.76048,17468.60755,18060.64411,18670.80604,19299.40249,19946.25749,20610.22226,21291.06339,21988.96886,22704.67754,23436.78236,24187.86629,24957.44264,25745.7222,26553.071,27378.91216,28223.13823,29085.02471,29964.95626,30864.04196,31780.06146,32714.10023,33665.30965,34633.21802,35618.65133,36620.87863,37641.69432,38680.5596,39737.75602,40814.41415,41909.43672,43023.75708,44158.37347,45313.02616,46486.69585,47681.20738,48894.77074,50128.47093,51381.94049,52654.0569,53945.15458,55254.78746,56582.52741
ETH,SSP2,1045.807528,1089.785559,1138.89224,1192.083753,1248.564438,1307.679893,1368.96669,1432.111984,1496.952029,1563.446744,1631.691059,1701.687072,1773.414969,1847.750527,1925.972382,2008.886514,2096.632449,2189.660983,2287.482051,2389.185775,2494.478201,2603.984164,2718.071034,2837.911798,2965.117143,3100.79747,3245.139886,3398.502271,3561.116678,3733.084911,3914.576388,4105.98861,4307.670763,4519.902321,4742.936212,4977.085462,5222.687059,5480.100353,5749.640682,6031.587436,6326.269606,6634.04827,6955.31223,7290.42096,7639.751414,8003.724579,8382.825971,8777.526514,9188.456276,9616.3497,10061.90747,10525.68339,11008.25492,11510.25781,12032.30159,12574.9284,13138.60229,13723.70726,14330.9907,14961.3261,15615.4138,16293.57888,16996.21402,17723.43735,18475.20498,19251.60683,20053.07709,20880.05307,21732.58921,22610.5762,23513.997,24443.1459,25398.22005,26379.78508,27388.72678,28425.81138,29491.41915,30586.06349,31709.93625,32862.8896,34044.9031,35256.41718,36497.87149,37769.65003,39072.24899,40406.23842,41772.31348,43171.31539,44604.23494,46072.26035,47576.78706
FJI,SSP2,4660.065964,4724.50655,4781.494846,4836.48508,4890.952664,4948.806707,5012.585324,5083.51163,5163.997561,5255.170485,5358.130507,5474.000618,5602.73153,5744.016536,5895.035415,6055.499117,6225.395085,6403.498932,6591.010975,6785.676267,6987.599765,7195.62824,7410.951411,7632.61512,7865.564665,8107.728282,8361.51767,8625.908616,8901.027247,9186.976581,9483.870025,9791.886526,10111.23296,10441.93352,10785.06719,11139.48753,11506.51626,11887.43739,12280.25159,12687.70266,13110.17954,13547.83902,14000.82634,14469.52438,14953.25268,15452.37586,15965.93212,16495.41066,17040.43573,17603.7268,18184.71244,18783.50674,19400.09334,20034.59708,20684.93385,21352.54762,22036.20527,22737.09773,23453.13655,24186.03149,24933.76707,25697.71293,26476.87554,27273.83541,28088.647,28923.90458,29778.64041,30653.0756,31548.84686,32466.47028,33406.39729,34368.90614,35354.33764,36364.13676,37398.37268,38457.18289,39540.81781,40649.41323,41783.51191,42942.59752,44128.52852,45339.99855,46576.97407,47840.7092,49128.37838,50440.93305,51776.51031,53135.70613,54516.24586,55916.91762,57334.93981
FIN,SSP2,38190.82252,38963.27985,39701.34746,40407.03923,41081.98411,41728.93597,42349.83234,42947.55141,43524.83501,44084.49617,44629.66655,45163.33202,45687.70136,46208.40841,46732.73995,47266.31845,47810.8564,48368.79001,48942.69059,49534.9118,50147.37634,50781.09649,51436.04987,52113.97514,52816.07129,53542.77568,54293.53273,55068.58226,55860.68975,56658.48568,57454.57454,58249.33827,59041.31247,59832.12782,60625.72925,61423.9924,62225.85128,63031.06643,63839.8068,64653.39342,65472.3698,66297.58347,67130.20913,67969.5003,68814.00572,69663.59375,70519.04936,71380.44262,72253.15134,73145.62813,74063.41276,75005.65944,75973.29188,76963.37467,77971.123,78992.75009,80029.24641,81080.43819,82144.69019,83218.89795,84301.65415,85392.27227,86490.33728,87596.41371,88712.9707,89841.34972,90980.986,92131.82795,93293.31855,94463.44054,95641.6238,96828.25725,98023.7276,99228.62701,100443.7214,101669.8724,102907.6134,104157.4281,105421.1234,106700.4378,107997.0086,109311.6843,110645.9494,112000.8446,113378.144,114779.0613,116205.3818,117658.5548,119140.632,120653.4793,122198.9493
FRA,SSP2,37028.06408,37107.62636,37288.30875,37551.51716,37880.82901,38261.77048,38681.86702,39130.53668,39599.06729,40080.52535,40569.72817,41061.37084,41549.98138,42040.92658,42544.69743,43067.65245,43606.96516,44161.67691,44731.15675,45314.06219,45909.5336,46517.75128,47138.5934,47772.07683,48418.35538,49077.34236,49748.36622,50430.66952,51123.9104,51827.80216,52541.80376,53265.44753,53998.92313,54738.80673,55480.18698,56220.09547,56959.14041,57697.30997,58436.40908,59179.52601,59928.92849,60684.44483,61445.89426,62216.03842,62998.62273,63795.92818,64607.67989,65433.98498,66273.58994,67124.40219,67984.86189,68854.99553,69734.8065,70622.2668,71514.56431,72409.78008,73307.81048,74208.46156,75111.48075,76016.90713,76924.93692,77835.53887,78748.6277,79665.85697,80589.65238,81521.7694,82462.58557,83412.95253,84372.67337,85340.92534,86317.53352,87303.2784,88298.4143,89305.39971,90327.94404,91368.63459,92427.72673,93505.94025,94602.69343,95716.39058,96845.93402,97991.7203,99153.80518,100331.8916,101525.6647,102734.75,103958.7525,105197.2406,106449.7425,107715.7482,108994.7353
GAB,SSP2,15268.65698,15635.24466,15927.05391,16167.46061,16376.29699,16570.77012,16764.99275,16968.88256,17192.42401,17440.49442,17717.07453,18027.15463,18374.19573,18750.10989,19140.10564,19535.39039,19938.61627,20351.23214,20771.2577,21199.37158,21634.69502,22077.43109,22526.05825,22985.01652,23458.57172,23949.27785,24457.53789,24982.68784,25525.29884,26083.94166,26657.73302,27247.70287,27853.29351,28474.34169,29110.36545,29760.23429,30424.57909,31102.67577,31794.62288,32499.62594,33217.67725,33948.54783,34691.96517,35448.03332,36215.94957,36995.02828,37785.99629,38588.06369,39403.75007,40235.58193,41085.73703,41953.66947,42840.45466,43744.95867,44665.78773,45602.65571,46555.63351,47524.61922,48509.91865,49510.68518,50527.20064,51558.9199,52606.04232,53669.20853,54747.33628,55840.41677,56948.82123,58071.14336,59208.58472,60361.31094,61529.87935,62713.99841,63913.74099,65127.99805,66355.12867,67594.32782,68845.02063,70106.70638,71379.71955,72666.56803,73967.17932,75281.17744,76607.74197,77946.07045,79294.60299,80652.86236,82018.60144,83390.14147,84764.45221,86139.46674,87511.26769
GMB,SSP2,2056.877633,2119.920904,2179.59897,2238.667416,2298.448121,2361.857284,2429.86724,2502.81888,2583.168882,2670.549974,2766.172003,2870.146678,2982.582551,3103.591897,3232.335631,3369.436736,3514.57171,3667.464388,3828.18645,3994.984748,4166.685748,4344.025785,4526.873072,4716.260973,4913.5509,5120.086486,5335.62092,5560.679208,5794.895983,6039.270424,6293.192605,6557.696387,6833.096554,7119.730634,7418.637796,7729.762589,8053.80707,8391.110169,8742.29345,9107.584186,9487.220655,9881.831168,10292.02308,10717.33507,11158.29334,11614.74752,12087.27101,12575.80455,13080.68237,13602.08262,14139.94661,14694.16056,15265.23513,15852.74668,16456.97988,17078.24666,17716.4482,18371.75409,19044.26392,19734.40364,20442.73238,21169.3562,21914.85758,22679.01368,23461.5622,24262.75243,25082.42726,25920.85981,26778.53667,27657.20505,28557.46864,29479.43809,30423.78152,31389.92762,32376.4182,33382.50752,34408.38578,35453.66073,36519.25688,37606.81296,38717.27949,39850.39841,41006.05195,42183.68815,43383.55651,44604.6161,45846.59463,47108.78585,48389.4652,49688.17333,51002.54402
GEO,SSP2,5217.58042,5583.769248,5966.561375,6363.556665,6772.050416,7190.324639,7616.345274,8048.543891,8485.560048,8926.2395,9369.91417,9815.867617,10263.3347,10712.87954,11165.888,11623.19719,12085.12519,12551.46224,13023.72866,13504.49322,13994.76152,14494.94612,15005.41435,15527.44729,16063.80821,16616.06863,17184.5748,17769.40025,18369.15556,18980.72086,19602.33909,20234.07923,20875.728,21526.69843,22186.2974,22854.10797,23529.74001,24213.76894,24904.80835,25602.27168,26305.21264,27014.2078,27729.77774,28453.02252,29186.44613,29931.15079,30687.67872,31455.94229,32239.53099,33045.54699,33877.10379,34733.92991,35616.72165,36521.34274,37442.01033,38374.10114,39316.86063,40269.61698,41230.14553,42196.77843,43167.64351,44142.07334,45119.39267,46096.4531,47067.81642,48031.28263,48986.65013,49933.27784,50876.02767,51824.27399,52784.07867,53755.08297,54738.32115,55734.65765,56743.70468,57765.28605,58800.82453,59850.30655,60913.95502,61991.47738,63082.75003,64186.9479,65303.32697,66430.7146,67568.09044,68714.56874,69867.89294,71027.53129,72190.56032,73355.25881,74520.72499
DEU,SSP2,39225.96584,40097.58198,40905.91507,41658.48559,42362.23757,43023.65878,43648.6685,44242.68424,44810.6867,45357.11641,45885.9479,46401.79173,46909.87264,47409.43754,47897.08156,48372.26338,48839.52541,49301.91018,49767.16261,50245.7843,50745.79199,51268.24332,51813.48974,52389.28551,53005.6955,53668.3155,54376.80112,55132.97506,55925.29943,56735.23386,57550.10476,58370.7829,59196.13802,60024.20893,60854.23147,61685.67833,62517.37633,63348.63674,64181.04481,65017.40422,65860.28377,66709.82622,67565.48851,68433.84219,69324.40465,70243.03977,71189.51342,72165.27102,73165.20693,74180.52558,75205.64769,76241.6308,77288.02368,78346.06001,79418.35083,80506.19538,81608.37687,82724.43948,83852.4211,84989.49945,86133.77062,87285.11358,88442.88866,89607.99602,90782.25166,91966.7714,93161.153,94365.40995,95578.82253,96800.23128,98028.94046,99265.33136,100509.7355,101762.194,103022.7497,104291.5734,105569.2788,106856.7082,108154.0505,109461.2023,110778.5802,112107.6888,113450.2948,114808.3449,116184.2683,117580.9206,119001.727,120450.665,121932.3688,123452.1507,125016.1572
GHA,SSP2,1658.572711,1797.923473,1928.849112,2054.173481,2176.290184,2297.279968,2418.818627,2542.332473,2668.98301,2799.652088,2934.969036,3075.63203,3222.259573,3374.400585,3531.058923,3691.727383,3856.951103,4027.148448,4202.105504,4381.533273,4565.343286,4753.943748,4947.539151,5147.215808,5354.380839,5570.024668,5794.352118,6027.710384,6270.352759,6522.470939,6784.32749,7056.419561,7339.226113,7632.931716,7937.645344,8253.598006,8581.290748,8921.110661,9273.949658,9640.941744,10022.95117,10420.37549,10833.63035,11263.04226,11708.72067,12170.78718,12649.51993,13145.15357,13657.91919,14188.17322,14736.15021,15301.87002,15885.32922,16486.61599,17105.82561,17743.00671,18398.24257,19071.73615,19762.99274,20471.30445,21196.19439,21937.80748,22696.08718,23471.67532,24265.62305,25078.72928,25911.06618,26762.87239,27634.09261,28524.30314,29433.299,30361.14559,31307.728,32273.58849,33259.57633,34266.24553,35293.43318,36341.07751,37408.71301,38495.49092,39600.74281,40724.1903,41865.42129,43023.8711,44198.96495,45389.97109,46596.17501,47816.72379,49050.7359,50297.19836,51555.06503
GRC,SSP2,28776.80786,27442.30812,26680.02903,26376.57931,26431.71396,26757.51238,27277.40326,27925.58111,28646.26276,29394.24013,30134.22778,30829.16033,31439.8904,31998.42957,32572.10488,33202.04034,33868.87407,34565.85761,35285.57119,36014.22761,36743.09116,37474.54371,38208.54791,38946.28855,39690.68612,40443.34056,41203.53732,41971.39268,42745.70176,43524.3329,44306.50997,45093.23898,45885.16524,46685.00981,47496.63348,48323.22419,49165.58219,50024.5847,50902.70164,51802.63511,52726.69247,53675.47762,54649.76529,55649.75867,56675.07701,57725.32056,58800.25052,59899.47692,61022.06666,62166.95559,63333.28131,64520.21361,65726.85827,66951.10555,68189.91939,69440.73831,70702.62106,71975.22031,73254.99497,74537.47831,75819.62798,77101.28287,78381.32499,79662.40739,80949.33678,82245.21259,83549.69022,84862.85922,86185.31363,87517.29616,88859.44978,90212.15456,91576.11863,92951.63463,94339.34008,95739.38537,97152.07486,98577.76122,100016.3445,101467.8202,102932.4114,104410.2049,105901.6756,107406.9567,108926.6223,110461.158,112011.1569,113577.4297,115161.0706,116763.0121,118384.8305
GRD,SSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
