iso,sce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GTM,SSP2,4820.039224,4857.960179,4891.256844,4925.628201,4965.613591,5014.995434,5076.677386,5152.76863,5244.924742,5353.994861,5480.415014,5624.613216,5787.259739,5965.447819,6155.124373,6353.629166,6561.344677,6778.355482,7003.777838,7236.65959,7476.631745,7723.685682,7977.757869,8240.120829,8512.773998,8797.032198,9093.003773,9400.997109,9721.186905,10053.28369,10397.27433,10753.52128,11122.28224,11504.10918,11899.69975,12309.64846,12734.13149,13173.42351,13627.65922,14096.82517,14581.05263,15080.55001,15595.44014,16125.96745,16672.29964,17234.73994,17813.62592,18409.27073,19021.75321,19650.66641,20295.80961,20957.29107,21635.17435,22329.67791,23041.16612,23769.99875,24516.29931,25280.22561,26062.3209,26863.31619,27683.90936,28524.55679,29385.80649,30267.89506,31170.91401,32095.03202,33040.54792,34007.55335,34996.992,36010.31142,37048.44086,38111.55854,39200.09126,40313.33249,41449.98839,42609.11165,43790.90222,44995.24045,46222.53888,47473.39142,48748.32964,50047.24184,51370.15041,52717.01947,54087.98437,55482.9658,56901.92359,58344.71636,59811.19267,61301.09642,62814.0986
GIN,SSP2,1097.604703,1046.389037,1061.572637,1130.955986,1244.046795,1391.911222,1567.143507,1763.638516,1976.485636,2201.775472,2436.807962,2678.772796,2925.028546,3178.158936,3443.272472,3723.268682,4016.939334,4324.398022,4644.151903,4974.140458,5313.105633,5662.020687,6021.239591,6392.89657,6780.495075,7186.138702,7610.071706,8052.901417,8514.735306,8995.439973,9495.015803,10014.24007,10553.58698,11113.82659,11695.7877,12300.15698,12927.25674,13577.48381,14251.44653,14949.73273,15673.01908,16421.67896,17196.13826,17996.19786,18821.02458,19670.32386,20544.47207,21443.81628,22368.37965,23318.0949,24292.47581,25291.20712,26313.75503,27360.30003,28431.64852,29528.31077,30650.11157,31797.34972,32968.78614,34162.80512,35378.22084,36615.26299,37873.71918,39154.89002,40460.89843,41793.54361,43152.83733,44539.23025,45952.82594,47393.01982,48859.51908,50352.70609,51872.55621,53419.57051,54994.81713,56598.83402,58231.54193,59893.1248,61582.71848,63298.9133,65040.50218,66807.39867,68599.20321,70415.64812,72256.18777,74120.6508,76008.75099,77920.42005,79855.71702,81814.71443,83797.89274
GNB,SSP2,1193.485545,1234.579399,1268.91478,1299.742245,1329.392897,1358.681095,1390.348434,1424.992942,1463.811489,1508.551275,1559.61125,1617.370507,1682.791863,1756.184429,1836.670814,1924.003352,2019.11451,2122.350657,2233.378494,2351.815319,2477.334852,2610.806848,2751.988665,2901.756206,3061.009719,3230.100047,3409.811142,3599.917934,3801.26139,4014.692214,4240.070925,4478.694174,4730.402119,4995.568418,5275.533365,5570.210105,5880.438899,6206.147102,6548.620599,6908.19774,7285.235568,7680.587356,8094.657362,8528.273147,8981.366352,9454.329112,9948.024126,10462.88645,10999.30389,11558.07305,12139.57999,12744.26852,13372.58413,14024.58101,14701.20192,15402.96644,16129.99205,16882.8935,17661.67254,18465.81333,19295.7655,20151.76393,21033.97623,21943.53847,22881.97349,23850.25903,24849.21519,25878.89488,26940.01537,28033.35905,29159.19509,30318.13049,31510.48936,32737.32819,33997.87338,35292.44341,36621.00769,37983.80113,39381.07127,40812.78974,42278.91088,43779.66419,45314.52065,46883.448,48486.90388,50124.14323,51795.34445,53500.77003,55239.53182,57012.50603,58819.47121
GUY,SSP2,3482.255575,3706.115648,3909.391779,4098.265796,4278.966874,4453.311173,4626.070861,4800.528255,4979.946127,5163.202486,5353.545265,5552.753304,5761.157508,5976.184839,6192.389283,6404.350848,6615.325537,6824.275832,7032.705787,7241.92666,7453.340305,7665.753572,7880.773539,8098.640911,8323.990386,8555.66516,8795.262063,9044.409957,9304.745612,9576.441954,9864.065662,10166.43586,10483.88217,10816.41846,11165.37194,11529.23304,11908.26981,12301.17132,12709.91271,13132.14915,13569.99782,14020.59448,14487.16529,14962.6169,15447.75709,15938.43502,16434.76994,16938.68975,17447.70044,17960.06704,18477.71046,18998.93201,19525.02591,20059.41734,20607.7192,21173.82878,21757.65974,22360.88464,22985.74108,23638.19264,24320.71211,25033.72388,25781.30333,26554.75816,27351.98107,28163.80948,28992.16506,29838.89924,30698.8184,31577.82553,32470.76961,33379.43043,34303.74349,35242.10728,36193.02103,37158.58191,38136.75258,39129.33678,40135.8707,41155.59986,42193.67585,43247.75557,44317.29124,45405.5507,46509.79319,47633.15044,48774.68858,49937.40865,51118.15386,52319.71136,53542.77916
HTI,SSP2,1113.387775,1170.160642,1223.695664,1275.871126,1328.375922,1382.721588,1440.150536,1501.756007,1568.492233,1641.182436,1720.223574,1806.409713,1900.119705,2001.337213,2109.372409,2224.054688,2345.704338,2474.732113,2611.109378,2754.368914,2904.617093,3062.125795,3227.190905,3400.669978,3583.810403,3777.50612,3981.916652,4197.283637,4424.084755,4662.308628,4912.220746,5174.299484,5448.944064,5736.380468,6036.805914,6350.677724,6678.330216,7020.153656,7376.745183,7748.870105,8137.013147,8541.533521,8962.800681,9401.222205,9857.126757,10331.06898,10823.62423,11335.36834,11866.50717,12417.1437,12987.16069,13577.01173,14186.70026,14817.00371,15469.12473,16143.8311,16841.47508,17562.65442,18307.01844,19074.24985,19863.95205,20676.52295,21512.11704,22371.29083,23255.13456,24164.35836,25098.92452,26059.08725,27044.67775,28055.1628,29090.45438,30150.55506,31235.3903,32345.29207,33480.56952,34641.53989,35828.05862,37040.14456,38277.09965,39537.28974,40819.77754,42124.20149,43450.38832,44797.94363,46166.49289,47556.06959,48966.57663,50398.18771,51851.29519,53326.49646,54824.69373
HND,SSP2,3947.405985,4004.638364,4063.268065,4125.632565,4193.374212,4268.443395,4352.014232,4445.071618,4548.688338,4663.254302,4789.158923,4926.888581,5076.53014,5237.722086,5409.740218,5591.856429,5784.435793,5987.656579,6200.3922,6420.896016,6647.898954,6881.930028,7123.049532,7372.484862,7632.40444,7904.290188,8187.988908,8483.763248,8791.785739,9112.470991,9445.86526,9792.436439,10152.69196,10526.59556,10914.36922,11316.05659,11732.00267,12162.5736,12607.84037,13067.97002,13543.20495,14033.66409,14539.8025,15061.60938,15599.03594,16152.34896,16721.90212,17308.12066,17911.5528,18533.28221,19173.90355,19833.74244,20513.18872,21212.53358,21932.06088,22672.12945,23433.06198,24215.27292,25019.0846,25844.91093,26692.91772,27563.62342,28457.37566,29374.43335,30315.32905,31280.05523,32268.94686,33282.03883,34319.78633,35382.59167,36470.88603,37584.91728,38724.8771,39890.69339,41081.87047,42298.00599,43539.40577,44805.78326,46098.06374,47417.27908,48764.20536,50138.49472,51539.86909,52967.92739,54422.12361,55901.80889,57405.87154,58933.06479,60481.91433,62050.46203,63636.59954
HKG,SSP2,46893.13036,47779.1382,48975.98466,50400.06712,51978.36345,53647.81993,55354.99946,57055.17854,58712.47852,60299.3936,61796.57062,63184.48215,64444.1001,65602.46854,66708.75909,67795.01636,68852.69175,69878.89903,70886.12503,71889.32464,72898.0857,73914.15377,74940.57662,75971.74642,76997.49258,78011.10379,79014.26366,80007.67069,80986.92389,81945.55859,82879.51247,83788.7491,84673.25337,85531.63423,86362.72063,87166.32022,87943.43395,88694.43275,89424.14039,90139.51222,90845.60647,91543.6518,92235.23253,92923.59746,93611.81416,94302.47891,94996.8684,95695.91308,96402.17366,97118.28752,97846.35594,98586.71287,99339.41976,100104.3967,100880.7222,101667.1968,102463.3398,103269.1816,104079.5098,104887.324,105687.5597,106480.0724,107264.0928,108039.0474,108805.1718,109562.4926,110310.8193,111049.9454,111781.5726,112507.7374,113230.6662,113950.6153,114668.0697,115386.3437,116109.9071,116842.3345,117584.5811,118338.3981,119103.1557,119876.5007,120657.2842,121447.102,122247.0055,123057.566,123879.5256,124713.9868,125561.724,126423.9067,127301.7731,128196.5268,129109.7769
HUN,SSP2,22074.53208,22260.43172,22490.96415,22764.3625,23079.0238,23433.3483,23825.7584,24254.69255,24718.48334,25215.61456,25744.47581,26303.68274,26891.41247,27506.6924,28148.0032,28814.22426,29503.75058,30214.71156,30946.81905,31700.33698,32474.82756,33269.02466,34082.57512,34910.39565,35744.75412,36580.78853,37418.35049,38256.64952,39097.62405,39945.31201,40802.58573,41668.62161,42542.87065,43427.87424,44327.00655,45242.6743,46175.21087,47125.86343,48091.93208,49068.55734,50052.86543,51046.10992,52048.69031,53063.48313,54095.27226,55147.45455,56219.63541,57311.25551,58425.42678,59566.81673,60737.85701,61938.78586,63170.95066,64428.88928,65703.14678,66987.68912,68283.29824,69589.80613,70907.46228,72237.8712,73581.83017,74938.50013,76306.85925,77689.82442,79092.58259,80517.98188,81965.23194,83434.90425,84923.41056,86426.04225,87938.74959,89462.06954,90995.46341,92538.61795,94092.11181,95655.96587,97229.78319,98813.27435,100406.9244,102011.8095,103628.5648,105257.5494,106899.3828,108554.5742,110223.9291,111908.3161,113608.7307,115326.083,117061.8005,118817.003,120593.0349
ISL,SSP2,37119.911,37472.5098,37929.27817,38467.59934,39066.40833,39712.5987,40390.70074,41089.44933,41801.51459,42520.09618,43238.92132,43957.92463,44667.77665,45379.57005,46113.76955,46877.42759,47666.69166,48486.72391,49328.01353,50189.3539,51064.15129,51954.9783,52861.67686,53785.11666,54733.30826,55704.05758,56696.72565,57710.52751,58742.33863,59786.93085,60841.79066,61904.1683,62976.42308,64054.32422,65129.37839,66200.41904,67268.02118,68330.4554,69393.61527,70461.07811,71536.14708,72621.76394,73716.42075,74822.42394,75934.86374,77056.04885,78186.57637,79326.67948,80482.44228,81662.78785,82875.70821,84118.93148,85390.63642,86692.00752,88016.99012,89364.40167,90734.59344,92123.60893,93531.0361,94945.95047,96364.09181,97783.7643,99205.28817,100629.6241,102056.115,103490.0105,104929.7566,106373.8994,107823.6173,109280.3268,110745.218,112217.174,113699.3393,115193.7161,116699.7569,118223.3986,119763.6077,121320.8992,122901.5886,124507.1797,126144.1297,127810.8368,129509.7806,131239.7235,132999.238,134792.4278,136615.4019,138465.9163,140343.3961,142246.861,144169.2802
IND,SSP2,3346.50462,3500.217435,3674.208103,3866.954073,4077.035806,4303.139574,4544.049274,4798.639478,5065.868918,5344.771896,5634.453785,5934.224474,6243.589308,6561.359834,6886.110868,7216.896995,7553.620625,7896.160393,8244.514748,8598.816796,8959.208606,9325.560113,9697.610936,10076.52758,10464.09463,10861.41939,11268.34658,11685.03234,12110.79701,12544.44029,12985.19681,13433.30884,13888.87027,14351.90086,14822.53766,15300.97934,15787.37159,16281.88649,16784.92999,17296.99636,17818.49755,18349.60309,18890.435,19441.62264,20004.02529,20578.26785,21164.46527,21762.78698,22373.18619,22995.41732,23629.25356,24274.76339,24932.0383,25600.45227,26279.03629,26967.09783,27664.58377,28371.34304,29087.34129,29812.70909,30547.55427,31291.79514,32045.38598,32808.50819,33581.44179,34364.41234,35157.49767,35960.80731,36774.45492,37598.55365,38433.23835,39278.68548,40135.09664,41002.48165,41880.70752,42769.68729,43669.3575,44579.44238,45500.58822,46433.91389,47380.05102,48338.48113,49308.67851,50290.11664,51282.05417,52283.51887,53293.29188,54309.88868,55331.54013,56356.17522,57381.40279
IDN,SSP2,4348.818034,4565.612695,4803.871376,5064.286648,5347.264149,5652.919001,5981.117033,6331.475958,6703.373164,7095.95079,7508.134438,7939.264851,8389.077352,8853.928163,9328.76634,9810.246481,10298.40611,10792.90782,11293.68571,11801.19253,12315.8547,12837.20358,13364.54194,13900.35259,14448.47254,15011.22069,15588.18609,16179.64802,16783.87192,17397.9387,18019.96335,18650.42618,19289.45588,19936.91675,20592.86155,21257.43837,21930.67484,22612.59023,23303.83477,24005.24299,24717.33665,25440.05746,26173.39405,26917.5118,27672.63052,28438.91869,29216.36402,30004.94056,30804.48272,31614.70975,32435.32785,33266.35045,34107.96685,34959.08119,35818.03541,36683.83022,37556.6341,38436.3197,39323.91856,40221.15336,41129.2285,42048.09656,42977.88898,43918.96988,44871.65508,45836.19441,46812.82457,47801.7667,48802.98217,49816.27376,50841.5329,51878.86823,52928.35826,53989.96411,55063.63911,56149.35176,57247.10656,58356.86354,59478.76522,60613.02123,61759.76582,62918.93602,64090.47714,65274.35042,66470.49556,67678.82102,68899.21416,70131.54411,71375.65346,72631.34762,73898.42304
IRN,SSP2,12288.69921,12179.02398,12124.7647,12123.98829,12174.38333,12273.33333,12417.98338,12605.28934,12832.03202,13094.79506,13390.04237,13715.6196,14070.73121,14446.47763,14830.74953,15215.9523,15601.90118,15986.45413,16374.75501,16775.90178,17195.26577,17630.29191,18079.64255,18542.55727,19017.67291,19503.49341,19999.4654,20505.33721,21017.05173,21528.98649,22037.4559,22542.56319,23044.06343,23541.83333,24036.38195,24528.40757,25017.99956,25505.19303,25992.86008,26485.17752,26985.16079,27493.53043,28011.73666,28539.60202,29075.96203,29620.64647,30174.78367,30738.44017,31315.89279,31913.39191,32534.77281,33179.56977,33848.36139,34537.90915,35242.69624,35958.82198,36686.6449,37425.91042,38175.02837,38932.23603,39696.24545,40466.54379,41242.55293,42024.32535,42812.32148,43606.93079,44408.01427,45215.60531,46030.11724,46852.12894,47682.08611,48520.1226,49366.24278,50221.44329,51087.06371,51963.94293,52851.86111,53750.68138,54660.20434,55580.11697,56509.93905,57449.22293,58397.38773,59353.82004,60317.83058,61288.71152,62265.75945,63248.29283,64235.66812,65227.30903,66222.71318
IRQ,SSP2,3624.864421,3767.54551,4048.927838,4419.361416,4838.716079,5275.258548,5704.519221,6108.579499,6475.171862,6797.177681,7071.920946,7294.570486,7458.384829,7590.478857,7730.964374,7903.00309,8099.588589,8319.373062,8555.500745,8796.09032,9033.308686,9269.83881,9507.876666,9739.270954,9952.829154,10142.69995,10310.6666,10456.03842,10587.99369,10720.25077,10861.19812,11009.31483,11165.26789,11326.5957,11488.70238,11648.98823,11809.26738,11970.51074,12133.37033,12298.71361,12467.36596,12639.7537,12816.36661,12998.26562,13186.70012,13382.7601,13586.97187,13799.82671,14022.41116,14255.9281,14501.29468,14759.04114,15029.84454,15313.63965,15609.97903,15918.76637,16240.64085,16576.04964,16925.81413,17291.01658,17672.59569,18070.96513,18486.56944,18920.14103,19372.46817,19844.14863,20335.53011,20846.91123,21378.75411,21931.59355,22505.84601,23101.68886,23719.32143,24358.62678,25019.29941,25701.07887,26404.03432,27128.23932,27873.26166,28638.50052,29423.46344,30228.14411,31052.50516,31896.44545,32759.9489,33643.03379,34545.81404,35468.45776,36411.22014,37374.43522,38358.55957
IRL,SSP2,42814.50222,42957.45034,43239.51402,43628.06207,44095.87577,44619.17357,45179.09745,45760.14184,46350.664,46941.66917,47527.85784,48102.15785,48655.80607,49205.42598,49779.05442,50392.38313,51039.58864,51719.70204,52423.5851,53136.86475,53849.94241,54563.80684,55277.45278,55989.16659,56697.70803,57401.87939,58100.58828,58793.85181,59478.67722,60151.46593,60810.51345,61457.53306,62093.20642,62722.94302,63354.43863,63993.46491,64641.23199,65299.00338,65971.71215,66664.76632,67381.98279,68124.81068,68894.31512,69691.396,70516.13559,71368.44926,72248.33739,73155.56684,74088.90922,75047.31409,76028.99223,77032.75419,78057.49056,79099.94345,80156.58093,81224.10727,82301.39159,83388.48508,84478.80943,85563.15148,86636.20737,87698.35073,88748.43008,89792.3313,90840.09917,91898.4215,92966.65057,94045.74932,95135.6679,96235.52964,97344.85187,98465.37571,99598.1735,100745.6775,101910.9331,103096.4275,104302.3645,105529.2631,106777.9674,108048.6693,109341.806,110657.2929,111994.7545,113354.3441,114735.0229,116136.3471,117557.3579,118997.2226,120454.444,121927.9427,123416.2142
ISR,SSP2,29313.87651,29883.12222,30489.84933,31125.16275,31781.10839,32451.72937,33131.72264,33817.11971,34504.78736,35192.56612,35879.06948,36563.0122,37243.07774,37921.5005,38602.01764,39286.80261,39975.76507,40669.37947,41367.56045,42069.65797,42775.35697,43485.34931,44199.60044,44920.8257,45653.04217,46398.55571,47156.33318,47926.30208,48706.24625,49493.11423,50284.76495,51081.60741,51883.66809,52689.87673,53498.93251,54310.07245,55123.89783,55940.82952,56761.58133,57587.28546,58418.83992,59256.87323,60101.91723,60956.19045,61822.72582,62703.62076,63599.12317,64509.78291,65435.59508,66375.98021,67330.37407,68298.59925,69280.31491,70274.79662,71281.40735,72299.60459,73328.92271,74369.142,75418.79617,76475.99653,77539.61403,78609.71973,79686.36361,80769.72285,81860.12506,82957.95055,84063.59442,85177.36786,86300.61707,87434.99416,88581.87921,89741.62987,90914.69594,92101.76967,93303.7142,94521.12687,95754.23331,97003.2785,98268.26399,99548.93364,100845.0575,102156.5756,103483.4905,104825.5445,106182.7444,107554.9609,108942.0995,110344.2268,111761.3296,113193.5797,114641.1999
ITA,SSP2,33899.94599,33746.79697,33737.68395,33846.6871,34051.02655,34330.6756,34668.06424,35047.93529,35457.29208,35885.22488,36323.01487,36761.77704,37192.52519,37619.8367,38055.0682,38505.13693,38965.57116,39434.30196,39910.78556,40394.13261,40883.89486,41380.49135,41884.25317,42395.61216,42915.09397,43443.34613,43980.83969,44527.91399,45086.32781,45658.40653,46245.92711,46849.47779,47469.85697,48107.50244,48762.57043,49435.388,50126.70555,50837.0855,51567.33184,52318.32608,53090.77804,53884.84119,54700.60634,55538.47799,56398.922,57281.95789,58187.00836,59113.28528,60060.18672,61026.99681,62012.85755,63017.0413,64039.33896,65075.7231,66120.27386,67168.86159,68221.37399,69277.40109,70336.46834,71398.60617,72464.16798,73532.75761,74603.50009,75680.68993,76770.88523,77878.49421,79003.33129,80146.3538,81305.74734,82477.73281,83660.05089,84853.58273,86058.42271,87275.95016,88508.65257,89758.27858,91024.75895,92308.34297,93609.25884,94927.7072,96263.80173,97617.8106,98989.82666,100379.7838,101787.4646,103212.4906,104654.3055,106112.1185,107584.9171,109071.3981,110569.9405
JAM,SSP2,7743.010872,7782.884811,7833.712135,7895.339299,7968.0067,8050.325102,8142.519392,8244.403704,8354.995236,8474.110665,8601.172091,8735.974989,8878.682152,9027.605116,9181.902363,9340.272653,9503.281285,9671.153836,9843.363471,10019.17684,10199.16236,10383.06691,10571.35255,10766.05288,10970.81353,11187.71033,11417.2268,11659.51452,11914.61131,12182.50043,12462.46853,12755.10894,13060.58551,13378.57422,13708.54545,14049.47505,14401.5916,14764.7496,15139.37861,15526.36639,15926.53005,16339.31736,16764.96859,17202.38331,17648.27922,18101.32907,18561.56198,19029.89112,19506.01511,19990.85766,20485.63331,20989.76987,21502.97056,22027.70077,22568.84428,23127.84926,23705.45103,24301.59282,24915.55087,25543.16566,26183.73384,26836.84908,27503.00567,28182.10737,28875.12129,29582.96027,30304.87364,31041.44038,31792.2863,32556.75116,33335.35267,34127.80877,34934.88877,35756.67336,36591.86104,37440.78197,38303.48785,39179.8662,40070.89977,40978.70349,41903.85849,42846.62807,43806.32635,44783.24634,45776.67534,46785.82973,47810.3688,48849.39562,49901.46233,50965.51498,52039.46497
JPN,SSP2,34332.68027,34803.03039,35235.09225,35642.02239,36035.394,36425.27066,36820.20505,37227.27538,37652.04145,38098.61271,38569.59995,39067.82325,39596.34342,40148.01822,40710.55641,41275.17697,41842.64889,42412.81781,42980.47929,43539.10421,44084.3303,44615.54824,45131.83131,45634.95071,46128.62543,46616.00786,47096.73774,47570.02232,48042.71326,48524.8802,49023.15535,49538.05202,50072.01485,50620.2744,51173.89315,51727.40651,52282.74914,52840.03028,53402.7181,53976.60602,54565.6068,55169.19736,55787.56164,56420.85518,57068.66792,57730.70872,58407.44531,59099.26712,59805.31514,60524.22059,61255.19599,61998.31992,62753.34567,63520.88207,64301.99249,65097.15798,65906.08324,66728.87369,67563.75169,68407.81203,69259.09156,70117.86397,70984.36701,71858.04464,72738.264,73624.90707,74518.04353,75417.12848,76326.15987,77251.59037,78197.97755,79165.60409,80155.68861,81167.2748,82197.73842,83245.26823,84310.68338,85394.32317,86495.86379,87614.96959,88751.31516,89904.69184,91074.88312,92261.65515,93464.84774,94684.27169,95919.81993,97171.43223,98439.08121,99722.79983,101022.7238
