state,year,GDP_PC_2011_USD,Population
HI,2029,39545.25264,1424000
MS,2060,39558.81951,3388000
MS,2061,39558.81951,3388000
MS,2062,39558.81951,3388000
MS,2063,39558.81951,3388000
MS,2064,39558.81951,3388000
VT,2035,39570.19041,658000
VT,2036,39570.19041,658000
VT,2037,39570.19041,658000
VT,2038,39570.19041,658000
VT,2039,39570.19041,658000
NV,2035,39607.451,3691000
NV,2036,39607.451,3691000
NV,2037,39607.451,3691000
NV,2038,39607.451,3691000
NV,2039,39607.451,3691000
MD,2020,39644.72497,6086000
MD,2021,39644.72497,6086000
MD,2022,39644.72497,6086000
MD,2023,39644.72497,6086000
MD,2024,39644.72497,6086000
ME,2040,39651.76024,1451000
ME,2041,39651.76024,1451000
ME,2042,39651.76024,1451000
ME,2043,39651.76024,1451000
ME,2044,39651.76024,1451000
WV,2050,39675.0797,1919000
WV,2051,39675.0797,1919000
WV,2052,39675.0797,1919000
WV,2053,39675.0797,1919000
WV,2054,39675.0797,1919000
AL,2045,39682.98644,5499000
AL,2046,39682.98644,5499000
AL,2047,39682.98644,5499000
AL,2048,39682.98644,5499000
AL,2049,39682.98644,5499000
KY,2045,39691.71224,5027000
KY,2046,39691.71224,5027000
KY,2047,39691.71224,5027000
KY,2048,39691.71224,5027000
KY,2049,39691.71224,5027000
MI,2035,39756.56718,10875000
MI,2036,39756.56718,10875000
MI,2037,39756.56718,10875000
MI,2038,39756.56718,10875000
MI,2039,39756.56718,10875000
NE,2025,39761.34834,2012000
NE,2026,39761.34834,2012000
NE,2027,39761.34834,2012000
NE,2028,39761.34834,2012000
NE,2029,39761.34834,2012000
IA,2030,39796.32419,3349000
IA,2031,39796.32419,3349000
IA,2032,39796.32419,3349000
IA,2033,39796.32419,3349000
IA,2034,39796.32419,3349000
IL,2020,39893.30214,12686000
IL,2021,39893.30214,12686000
IL,2022,39893.30214,12686000
IL,2023,39893.30214,12686000
IL,2024,39893.30214,12686000
SC,2065,39946.44817,6572000
SC,2066,39946.44817,6572000
SC,2067,39946.44817,6572000
SC,2068,39946.44817,6572000
SC,2069,39946.44817,6572000
OR,2030,40015.25809,4647000
OR,2031,40015.25809,4647000
OR,2032,40015.25809,4647000
OR,2033,40015.25809,4647000
OR,2034,40015.25809,4647000
PA,2025,40071.14076,13096000
PA,2026,40071.14076,13096000
PA,2027,40071.14076,13096000
PA,2028,40071.14076,13096000
PA,2029,40071.14076,13096000
NH,2025,40099.18948,1403000
NH,2026,40099.18948,1403000
NH,2027,40099.18948,1403000
NH,2028,40099.18948,1403000
NH,2029,40099.18948,1403000
NC,2040,40173.35836,12079000
NC,2041,40173.35836,12079000
NC,2042,40173.35836,12079000
NC,2043,40173.35836,12079000
NC,2044,40173.35836,12079000
KS,2030,40201.43149,3044000
KS,2031,40201.43149,3044000
KS,2032,40201.43149,3044000
KS,2033,40201.43149,3044000
KS,2034,40201.43149,3044000
VA,2025,40238.00841,8910000
VA,2026,40238.00841,8910000
VA,2027,40238.00841,8910000
VA,2028,40238.00841,8910000
VA,2029,40238.00841,8910000
ID,2045,40287.62806,2194000
ID,2046,40287.62806,2194000
ID,2047,40287.62806,2194000
ID,2048,40287.62806,2194000
ID,2049,40287.62806,2194000
WI,2030,40310.15366,6173000
WI,2031,40310.15366,6173000
WI,2032,40310.15366,6173000
WI,2033,40310.15366,6173000
WI,2034,40310.15366,6173000
UT,2030,40447.03133,3666000
UT,2031,40447.03133,3666000
UT,2032,40447.03133,3666000
UT,2033,40447.03133,3666000
UT,2034,40447.03133,3666000
AR,2055,40478.93701,3477000
AR,2056,40478.93701,3477000
AR,2057,40478.93701,3477000
AR,2058,40478.93701,3477000
AR,2059,40478.93701,3477000
OK,2035,40506.99977,4271000
OK,2036,40506.99977,4271000
OK,2037,40506.99977,4271000
OK,2038,40506.99977,4271000
OK,2039,40506.99977,4271000
LA,2035,40508.87027,4926000
LA,2036,40508.87027,4926000
LA,2037,40508.87027,4926000
LA,2038,40508.87027,4926000
LA,2039,40508.87027,4926000
NM,2040,40522.8313,2316000
NM,2041,40522.8313,2316000
NM,2042,40522.8313,2316000
NM,2043,40522.8313,2316000
NM,2044,40522.8313,2316000
AZ,2040,40685.53239,8842000
AZ,2041,40685.53239,8842000
AZ,2042,40685.53239,8842000
AZ,2043,40685.53239,8842000
AZ,2044,40685.53239,8842000
RI,2035,40732.59936,1156000
RI,2036,40732.59936,1156000
RI,2037,40732.59936,1156000
RI,2038,40732.59936,1156000
RI,2039,40732.59936,1156000
FL,2050,40794.61071,27344000
FL,2051,40794.61071,27344000
FL,2052,40794.61071,27344000
FL,2053,40794.61071,27344000
FL,2054,40794.61071,27344000
NJ,2020,40870.16907,8961000
NJ,2021,40870.16907,8961000
NJ,2022,40870.16907,8961000
NJ,2023,40870.16907,8961000
NJ,2024,40870.16907,8961000
TN,2035,40945.58218,7614000
TN,2036,40945.58218,7614000
TN,2037,40945.58218,7614000
TN,2038,40945.58218,7614000
TN,2039,40945.58218,7614000
GA,2040,41118.00026,12272000
GA,2041,41118.00026,12272000
GA,2042,41118.00026,12272000
GA,2043,41118.00026,12272000
GA,2044,41118.00026,12272000
MO,2040,41137.27317,6862000
MO,2041,41137.27317,6862000
MO,2042,41137.27317,6862000
MO,2043,41137.27317,6862000
MO,2044,41137.27317,6862000
MN,2025,41327.78848,5904000
MN,2026,41327.78848,5904000
MN,2027,41327.78848,5904000
MN,2028,41327.78848,5904000
MN,2029,41327.78848,5904000
DE,2020,41499.42514,987000
DE,2021,41499.42514,987000
DE,2022,41499.42514,987000
DE,2023,41499.42514,987000
DE,2024,41499.42514,987000
OH,2035,41516.64981,12768000
OH,2036,41516.64981,12768000
OH,2037,41516.64981,12768000
OH,2038,41516.64981,12768000
OH,2039,41516.64981,12768000
IN,2040,41547.1925,7593000
IN,2041,41547.1925,7593000
IN,2042,41547.1925,7593000
IN,2043,41547.1925,7593000
IN,2044,41547.1925,7593000
MT,2050,41573.69711,1229000
MT,2051,41573.69711,1229000
MT,2052,41573.69711,1229000
MT,2053,41573.69711,1229000
MT,2054,41573.69711,1229000
DE,2025,41591.56951,1032000
DE,2026,41591.56951,1032000
DE,2027,41591.56951,1032000
DE,2028,41591.56951,1032000
DE,2029,41591.56951,1032000
WV,2055,41662.99947,1942000
WV,2056,41662.99947,1942000
WV,2057,41662.99947,1942000
WV,2058,41662.99947,1942000
WV,2059,41662.99947,1942000
SC,2070,41674.93121,6679000
SC,2071,41674.93121,6679000
SC,2072,41674.93121,6679000
SC,2073,41674.93121,6679000
SC,2074,41674.93121,6679000
MS,2065,41747.41602,3428000
MS,2066,41747.41602,3428000
MS,2067,41747.41602,3428000
MS,2068,41747.41602,3428000
MS,2069,41747.41602,3428000
TX,2025,41923.63495,31070000
TX,2026,41923.63495,31070000
TX,2027,41923.63495,31070000
TX,2028,41923.63495,31070000
TX,2029,41923.63495,31070000
MD,2025,42148.58621,6239000
MD,2026,42148.58621,6239000
MD,2027,42148.58621,6239000
MD,2028,42148.58621,6239000
MD,2029,42148.58621,6239000
HI,2030,42265.081,1460000
HI,2031,42265.081,1460000
HI,2032,42265.081,1460000
HI,2033,42265.081,1460000
HI,2034,42265.081,1460000
SD,2040,42269.55374,1004000
SD,2041,42269.55374,1004000
SD,2042,42269.55374,1004000
SD,2043,42269.55374,1004000
SD,2044,42269.55374,1004000
MI,2040,42398.26009,11186000
MI,2041,42398.26009,11186000
MI,2042,42398.26009,11186000
MI,2043,42398.26009,11186000
MI,2044,42398.26009,11186000
NE,2030,42444.87056,2077000
NE,2031,42444.87056,2077000
NE,2032,42444.87056,2077000
NE,2033,42444.87056,2077000
NE,2034,42444.87056,2077000
NC,2045,42553.80482,12323000
NC,2046,42553.80482,12323000
NC,2047,42553.80482,12323000
NC,2048,42553.80482,12323000
NC,2049,42553.80482,12323000
IA,2035,42633.70797,3430000
IA,2036,42633.70797,3430000
IA,2037,42633.70797,3430000
IA,2038,42633.70797,3430000
IA,2039,42633.70797,3430000
WY,2020,42668.15357,577000
WY,2021,42668.15357,577000
WY,2022,42668.15357,577000
WY,2023,42668.15357,577000
WY,2024,42668.15357,577000
OR,2035,42727.61059,4787000
OR,2036,42727.61059,4787000
OR,2037,42727.61059,4787000
OR,2038,42727.61059,4787000
OR,2039,42727.61059,4787000
CT,2015,42789.72699,3588000
CT,2016,42789.72699,3588000
CT,2017,42789.72699,3588000
CT,2018,42789.72699,3588000
CT,2019,42789.72699,3588000
NV,2040,42810.02447,3812000
NV,2041,42810.02447,3812000
NV,2042,42810.02447,3812000
NV,2043,42810.02447,3812000
NV,2044,42810.02447,3812000
FL,2055,42838.62457,28035000
FL,2056,42838.62457,28035000
FL,2057,42838.62457,28035000
FL,2058,42838.62457,28035000
FL,2059,42838.62457,28035000
WY,2015,42851.18772,586000
WY,2016,42851.18772,586000
WY,2017,42851.18772,586000
WY,2018,42851.18772,586000
WY,2019,42851.18772,586000
WI,2035,42863.07679,6329000
WI,2036,42863.07679,6329000
WI,2037,42863.07679,6329000
WI,2038,42863.07679,6329000
WI,2039,42863.07679,6329000
VA,2030,42891.28935,9214000
VA,2031,42891.28935,9214000
VA,2032,42891.28935,9214000
VA,2033,42891.28935,9214000
VA,2034,42891.28935,9214000
CO,2025,42914.74078,6189000
CO,2026,42914.74078,6189000
CO,2027,42914.74078,6189000
CO,2028,42914.74078,6189000
CO,2029,42914.74078,6189000
AL,2050,42932.32569,5598000
AL,2051,42932.32569,5598000
AL,2052,42932.32569,5598000
AL,2053,42932.32569,5598000
AL,2054,42932.32569,5598000
KY,2050,42941.76598,5114000
KY,2051,42941.76598,5114000
KY,2052,42941.76598,5114000
KY,2053,42941.76598,5114000
KY,2054,42941.76598,5114000
KS,2035,43067.69846,3129000
KS,2036,43067.69846,3129000
KS,2037,43067.69846,3129000
KS,2038,43067.69846,3129000
KS,2039,43067.69846,3129000
AR,2060,43159.336,3528000
AR,2061,43159.336,3528000
AR,2062,43159.336,3528000
AR,2063,43159.336,3528000
AR,2064,43159.336,3528000
DE,2030,43295.31265,1074000
DE,2031,43295.31265,1074000
DE,2032,43295.31265,1074000
DE,2033,43295.31265,1074000
DE,2034,43295.31265,1074000
PA,2030,43329.39031,13494000
PA,2031,43329.39031,13494000
PA,2032,43329.39031,13494000
PA,2033,43329.39031,13494000
PA,2034,43329.39031,13494000
SC,2075,43383.44334,6750000
SC,2076,43383.44334,6750000
SC,2077,43383.44334,6750000
SC,2078,43383.44334,6750000
SC,2079,43383.44334,6750000
VT,2040,43398.7301,667000
VT,2041,43398.7301,667000
VT,2042,43398.7301,667000
VT,2043,43398.7301,667000
VT,2044,43398.7301,667000
GA,2045,43554.42087,12549000
GA,2046,43554.42087,12549000
GA,2047,43554.42087,12549000
GA,2048,43554.42087,12549000
GA,2049,43554.42087,12549000
OK,2040,43555.78285,4380000
OK,2041,43555.78285,4380000
OK,2042,43555.78285,4380000
OK,2043,43555.78285,4380000
OK,2044,43555.78285,4380000
LA,2040,43557.79413,5056000
LA,2041,43557.79413,5056000
LA,2042,43557.79413,5056000
LA,2043,43557.79413,5056000
LA,2044,43557.79413,5056000
ME,2045,43578.82955,1471000
ME,2046,43578.82955,1471000
ME,2047,43578.82955,1471000
ME,2048,43578.82955,1471000
ME,2049,43578.82955,1471000
ID,2050,43613.02412,2239000
ID,2051,43613.02412,2239000
ID,2052,43613.02412,2239000
ID,2053,43613.02412,2239000
ID,2054,43613.02412,2239000
WV,2060,43655.29238,1966000
WV,2061,43655.29238,1966000
WV,2062,43655.29238,1966000
WV,2063,43655.29238,1966000
WV,2064,43655.29238,1966000
UT,2035,43807.68593,3782000
UT,2036,43807.68593,3782000
UT,2037,43807.68593,3782000
UT,2038,43807.68593,3782000
UT,2039,43807.68593,3782000
MA,2015,43869.15464,6796000
MA,2016,43869.15464,6796000
MA,2017,43869.15464,6796000
MA,2018,43869.15464,6796000
MA,2019,43869.15464,6796000
NM,2045,43904.81791,2365000
NM,2046,43904.81791,2365000
NM,2047,43904.81791,2365000
NM,2048,43904.81791,2365000
NM,2049,43904.81791,2365000
MS,2070,43905.62927,3467000
MS,2071,43905.62927,3467000
MS,2072,43905.62927,3467000
MS,2073,43905.62927,3467000
MS,2074,43905.62927,3467000
CT,2020,43961.83053,3578000
CT,2021,43961.83053,3578000
CT,2022,43961.83053,3578000
CT,2023,43961.83053,3578000
CT,2024,43961.83053,3578000
NH,2030,43984.85358,1442000
NH,2031,43984.85358,1442000
NH,2032,43984.85358,1442000
NH,2033,43984.85358,1442000
NH,2034,43984.85358,1442000
AZ,2045,44081.09783,9085000
AZ,2046,44081.09783,9085000
AZ,2047,44081.09783,9085000
AZ,2048,44081.09783,9085000
AZ,2049,44081.09783,9085000
IL,2025,44172.79334,12753000
IL,2026,44172.79334,12753000
IL,2027,44172.79334,12753000
IL,2028,44172.79334,12753000
IL,2029,44172.79334,12753000
NY,2015,44193.25321,19661000
NY,2016,44193.25321,19661000
NY,2017,44193.25321,19661000
NY,2018,44193.25321,19661000
NY,2019,44193.25321,19661000
TN,2040,44223.83813,7813000
TN,2041,44223.83813,7813000
TN,2042,44223.83813,7813000
TN,2043,44223.83813,7813000
TN,2044,44223.83813,7813000
ND,2020,44243.08776,770000
ND,2021,44243.08776,770000
ND,2022,44243.08776,770000
ND,2023,44243.08776,770000
ND,2024,44243.08776,770000
DE,2015,44266.30002,941000
DE,2016,44266.30002,941000
DE,2017,44266.30002,941000
DE,2018,44266.30002,941000
DE,2019,44266.30002,941000
OH,2040,44275.29441,13152000
OH,2041,44275.29441,13152000
OH,2042,44275.29441,13152000
OH,2043,44275.29441,13152000
OH,2044,44275.29441,13152000
MN,2030,44299.38291,6103000
MN,2031,44299.38291,6103000
MN,2032,44299.38291,6103000
MN,2033,44299.38291,6103000
MN,2034,44299.38291,6103000
NJ,2025,44316.68376,9166000
NJ,2026,44316.68376,9166000
NJ,2027,44316.68376,9166000
NJ,2028,44316.68376,9166000
NJ,2029,44316.68376,9166000
MO,2045,44409.33631,7017000
MO,2046,44409.33631,7017000
MO,2047,44409.33631,7017000
MO,2048,44409.33631,7017000
MO,2049,44409.33631,7017000
IN,2045,44511.69919,7768000
IN,2046,44511.69919,7768000
IN,2047,44511.69919,7768000
IN,2048,44511.69919,7768000
IN,2049,44511.69919,7768000
MD,2030,44618.80382,6458000
MD,2031,44618.80382,6458000
MD,2032,44618.80382,6458000
MD,2033,44618.80382,6458000
MD,2034,44618.80382,6458000
RI,2040,44673.60575,1195000
RI,2041,44673.60575,1195000
RI,2042,44673.60575,1195000
RI,2043,44673.60575,1195000
RI,2044,44673.60575,1195000
FL,2060,44887.13499,28726000
FL,2061,44887.13499,28726000
FL,2062,44887.13499,28726000
FL,2063,44887.13499,28726000
FL,2064,44887.13499,28726000
NC,2050,44936.47647,12568000
NC,2051,44936.47647,12568000
NC,2052,44936.47647,12568000
NC,2053,44936.47647,12568000
NC,2054,44936.47647,12568000
WY,2025,44942.12864,582000
WY,2026,44942.12864,582000
WY,2027,44942.12864,582000
WY,2028,44942.12864,582000
WY,2029,44942.12864,582000
MT,2055,44963.00384,1245000
MT,2056,44963.00384,1245000
MT,2057,44963.00384,1245000
MT,2058,44963.00384,1245000
MT,2059,44963.00384,1245000
SC,2080,45063.5227,6820000
SC,2081,45063.5227,6820000
SC,2082,45063.5227,6820000
SC,2083,45063.5227,6820000
SC,2084,45063.5227,6820000
HI,2035,45129.93315,1503000
HI,2036,45129.93315,1503000
HI,2037,45129.93315,1503000
HI,2038,45129.93315,1503000
HI,2039,45129.93315,1503000
AK,2020,45245.86502,733000
AK,2021,45245.86502,733000
AK,2022,45245.86502,733000
AK,2023,45245.86502,733000
AK,2024,45245.86502,733000
VA,2035,45343.02511,9485000
VA,2036,45343.02511,9485000
VA,2037,45343.02511,9485000
VA,2038,45343.02511,9485000
VA,2039,45343.02511,9485000
MI,2045,45423.49279,11451000
MI,2046,45423.49279,11451000
MI,2047,45423.49279,11451000
MI,2048,45423.49279,11451000
MI,2049,45423.49279,11451000
CA,2020,45459.31107,39914000
CA,2021,45459.31107,39914000
CA,2022,45459.31107,39914000
CA,2023,45459.31107,39914000
CA,2024,45459.31107,39914000
NE,2035,45471.08943,2135000
NE,2036,45471.08943,2135000
NE,2037,45471.08943,2135000
NE,2038,45471.08943,2135000
NE,2039,45471.08943,2135000
TX,2030,45606.78944,32399000
TX,2031,45606.78944,32399000
TX,2032,45606.78944,32399000
TX,2033,45606.78944,32399000
TX,2034,45606.78944,32399000
AL,2055,45619.03292,5695000
AL,2056,45619.03292,5695000
AL,2057,45619.03292,5695000
AL,2058,45619.03292,5695000
AL,2059,45619.03292,5695000
KY,2055,45629.06398,5200000
KY,2056,45629.06398,5200000
KY,2057,45629.06398,5200000
KY,2058,45629.06398,5200000
KY,2059,45629.06398,5200000
SD,2045,45631.67859,1018000
SD,2046,45631.67859,1018000
SD,2047,45631.67859,1018000
SD,2048,45631.67859,1018000
SD,2049,45631.67859,1018000
WV,2065,45643.69595,1986000
WV,2066,45643.69595,1986000
WV,2067,45643.69595,1986000
WV,2068,45643.69595,1986000
WV,2069,45643.69595,1986000
OR,2040,45660.80414,4928000
OR,2041,45660.80414,4928000
OR,2042,45660.80414,4928000
OR,2043,45660.80414,4928000
OR,2044,45660.80414,4928000
WI,2040,45711.18703,6486000
WI,2041,45711.18703,6486000
WI,2042,45711.18703,6486000
WI,2043,45711.18703,6486000
WI,2044,45711.18703,6486000
DE,2035,45770.14304,1108000
DE,2036,45770.14304,1108000
DE,2037,45770.14304,1108000
DE,2038,45770.14304,1108000
DE,2039,45770.14304,1108000
IA,2040,45775.85141,3511000
IA,2041,45775.85141,3511000
IA,2042,45775.85141,3511000
IA,2043,45775.85141,3511000
IA,2044,45775.85141,3511000
AR,2065,45822.65475,3573000
AR,2066,45822.65475,3573000
AR,2067,45822.65475,3573000
AR,2068,45822.65475,3573000
AR,2069,45822.65475,3573000
ND,2015,45965.93941,754000
ND,2016,45965.93941,754000
ND,2017,45965.93941,754000
ND,2018,45965.93941,754000
ND,2019,45965.93941,754000
GA,2050,45993.11899,12826000
GA,2051,45993.11899,12826000
GA,2052,45993.11899,12826000
GA,2053,45993.11899,12826000
GA,2054,45993.11899,12826000
WA,2020,46008.91911,7748000
WA,2021,46008.91911,7748000
WA,2022,46008.91911,7748000
WA,2023,46008.91911,7748000
WA,2024,46008.91911,7748000
MS,2075,46017.46752,3489000
MS,2076,46017.46752,3489000
MS,2077,46017.46752,3489000
MS,2078,46017.46752,3489000
MS,2079,46017.46752,3489000
AK,2015,46080.18672,738000
AK,2016,46080.18672,738000
AK,2017,46080.18672,738000
AK,2018,46080.18672,738000
AK,2019,46080.18672,738000
KS,2040,46241.8274,3213000
KS,2041,46241.8274,3213000
KS,2042,46241.8274,3213000
KS,2043,46241.8274,3213000
KS,2044,46241.8274,3213000
NV,2045,46382.89746,3918000
NV,2046,46382.89746,3918000
NV,2047,46382.89746,3918000
NV,2048,46382.89746,3918000
NV,2049,46382.89746,3918000
AK,2025,46614.72788,732000
AK,2026,46614.72788,732000
AK,2027,46614.72788,732000
AK,2028,46614.72788,732000
AK,2029,46614.72788,732000
PA,2035,46643.39153,13899000
PA,2036,46643.39153,13899000
PA,2037,46643.39153,13899000
PA,2038,46643.39153,13899000
PA,2039,46643.39153,13899000
SC,2085,46706.55501,6852000
SC,2086,46706.55501,6852000
SC,2087,46706.55501,6852000
SC,2088,46706.55501,6852000
SC,2089,46706.55501,6852000
FL,2065,46931.6463,29352000
FL,2066,46931.6463,29352000
FL,2067,46931.6463,29352000
FL,2068,46931.6463,29352000
FL,2069,46931.6463,29352000
CT,2025,47032.60097,3632000
CT,2026,47032.60097,3632000
CT,2027,47032.60097,3632000
CT,2028,47032.60097,3632000
CT,2029,47032.60097,3632000
OK,2045,47044.5476,4469000
OK,2046,47044.5476,4469000
OK,2047,47044.5476,4469000
OK,2048,47044.5476,4469000
OK,2049,47044.5476,4469000
LA,2045,47046.71999,5166000
LA,2046,47046.71999,5166000
LA,2047,47046.71999,5166000
LA,2048,47046.71999,5166000
LA,2049,47046.71999,5166000
CO,2030,47106.05345,6455000
CO,2031,47106.05345,6455000
CO,2032,47106.05345,6455000
CO,2033,47106.05345,6455000
CO,2034,47106.05345,6455000
ID,2055,47168.58753,2282000
ID,2056,47168.58753,2282000
ID,2057,47168.58753,2282000
ID,2058,47168.58753,2282000
ID,2059,47168.58753,2282000
MD,2035,47169.28711,6680000
MD,2036,47169.28711,6680000
MD,2037,47169.28711,6680000
MD,2038,47169.28711,6680000
MD,2039,47169.28711,6680000
NC,2055,47188.01851,12807000
NC,2056,47188.01851,12807000
NC,2057,47188.01851,12807000
NC,2058,47188.01851,12807000
NC,2059,47188.01851,12807000
UT,2040,47349.88138,3898000
UT,2041,47349.88138,3898000
UT,2042,47349.88138,3898000
UT,2043,47349.88138,3898000
UT,2044,47349.88138,3898000
OH,2045,47434.45869,13482000
OH,2046,47434.45869,13482000
OH,2047,47434.45869,13482000
OH,2048,47434.45869,13482000
OH,2049,47434.45869,13482000
MN,2035,47457.82412,6270000
MN,2036,47457.82412,6270000
MN,2037,47457.82412,6270000
MN,2038,47457.82412,6270000
MN,2039,47457.82412,6270000
NM,2050,47528.78178,2415000
NM,2051,47528.78178,2415000
NM,2052,47528.78178,2415000
NM,2053,47528.78178,2415000
NM,2054,47528.78178,2415000
IN,2050,47566.43592,7943000
IN,2051,47566.43592,7943000
IN,2052,47566.43592,7943000
IN,2053,47566.43592,7943000
IN,2054,47566.43592,7943000
WV,2070,47618.69893,2006000
WV,2071,47618.69893,2006000
WV,2072,47618.69893,2006000
WV,2073,47618.69893,2006000
WV,2074,47618.69893,2006000
ME,2050,47640.46842,1490000
ME,2051,47640.46842,1490000
ME,2052,47640.46842,1490000
ME,2053,47640.46842,1490000
ME,2054,47640.46842,1490000
VT,2045,47696.89543,673000
VT,2046,47696.89543,673000
VT,2047,47696.89543,673000
VT,2048,47696.89543,673000
VT,2049,47696.89543,673000
AZ,2050,47719.61209,9328000
AZ,2051,47719.61209,9328000
AZ,2052,47719.61209,9328000
AZ,2053,47719.61209,9328000
AZ,2054,47719.61209,9328000
NH,2035,47733.16811,1476000
NH,2036,47733.16811,1476000
NH,2037,47733.16811,1476000
NH,2038,47733.16811,1476000
NH,2039,47733.16811,1476000
MO,2050,47760.25093,7171000
MO,2051,47760.25093,7171000
MO,2052,47760.25093,7171000
MO,2053,47760.25093,7171000
MO,2054,47760.25093,7171000
NJ,2030,47813.65362,9483000
NJ,2031,47813.65362,9483000
NJ,2032,47813.65362,9483000
NJ,2033,47813.65362,9483000
NJ,2034,47813.65362,9483000
IL,2030,47849.11421,13117000
IL,2031,47849.11421,13117000
IL,2032,47849.11421,13117000
IL,2033,47849.11421,13117000
IL,2034,47849.11421,13117000
TN,2045,47853.53122,7977000
TN,2046,47853.53122,7977000
TN,2047,47853.53122,7977000
TN,2048,47853.53122,7977000
TN,2049,47853.53122,7977000
VA,2040,47931.1791,9757000
VA,2041,47931.1791,9757000
VA,2042,47931.1791,9757000
VA,2043,47931.1791,9757000
VA,2044,47931.1791,9757000
ND,2025,47996.67825,794000
ND,2026,47996.67825,794000
ND,2027,47996.67825,794000
ND,2028,47996.67825,794000
ND,2029,47996.67825,794000
MA,2020,48014.4555,6984000
MA,2021,48014.4555,6984000
MA,2022,48014.4555,6984000
MA,2023,48014.4555,6984000
MA,2024,48014.4555,6984000
MS,2080,48065.31607,3510000
MS,2081,48065.31607,3510000
MS,2082,48065.31607,3510000
MS,2083,48065.31607,3510000
MS,2084,48065.31607,3510000
HI,2040,48228.04294,1546000
HI,2041,48228.04294,1546000
HI,2042,48228.04294,1546000
HI,2043,48228.04294,1546000
HI,2044,48228.04294,1546000
GA,2055,48297.60411,13098000
GA,2056,48297.60411,13098000
GA,2057,48297.60411,13098000
GA,2058,48297.60411,13098000
GA,2059,48297.60411,13098000
SC,2090,48304.32411,6884000
SC,2091,48304.32411,6884000
SC,2092,48304.32411,6884000
SC,2093,48304.32411,6884000
SC,2094,48304.32411,6884000
AL,2060,48307.92725,5792000
AL,2061,48307.92725,5792000
AL,2062,48307.92725,5792000
AL,2063,48307.92725,5792000
AL,2064,48307.92725,5792000
KY,2060,48318.54956,5285000
KY,2061,48318.54956,5285000
KY,2062,48318.54956,5285000
KY,2063,48318.54956,5285000
KY,2064,48318.54956,5285000
MT,2060,48371.61656,1261000
MT,2061,48371.61656,1261000
MT,2062,48371.61656,1261000
MT,2063,48371.61656,1261000
MT,2064,48371.61656,1261000
DE,2040,48382.67668,1142000
DE,2041,48382.67668,1142000
DE,2042,48382.67668,1142000
DE,2043,48382.67668,1142000
DE,2044,48382.67668,1142000
AR,2070,48444.44843,3617000
AR,2071,48444.44843,3617000
AR,2072,48444.44843,3617000
AR,2073,48444.44843,3617000
AR,2074,48444.44843,3617000
MI,2050,48540.80384,11716000
MI,2051,48540.80384,11716000
MI,2052,48540.80384,11716000
MI,2053,48540.80384,11716000
MI,2054,48540.80384,11716000
WY,2030,48713.97874,596000
WY,2031,48713.97874,596000
WY,2032,48713.97874,596000
WY,2033,48713.97874,596000
WY,2034,48713.97874,596000
NY,2020,48798.82836,19493000
NY,2021,48798.82836,19493000
NY,2022,48798.82836,19493000
NY,2023,48798.82836,19493000
NY,2024,48798.82836,19493000
NE,2040,48822.35049,2193000
NE,2041,48822.35049,2193000
NE,2042,48822.35049,2193000
NE,2043,48822.35049,2193000
NE,2044,48822.35049,2193000
FL,2070,48962.3789,29977000
FL,2071,48962.3789,29977000
FL,2072,48962.3789,29977000
FL,2073,48962.3789,29977000
FL,2074,48962.3789,29977000
WI,2045,48972.8062,6615000
WI,2046,48972.8062,6615000
WI,2047,48972.8062,6615000
WI,2048,48972.8062,6615000
WI,2049,48972.8062,6615000
TX,2035,49003.08789,33455000
TX,2036,49003.08789,33455000
TX,2037,49003.08789,33455000
TX,2038,49003.08789,33455000
TX,2039,49003.08789,33455000
OR,2045,49069.53566,5049000
OR,2046,49069.53566,5049000
OR,2047,49069.53566,5049000
OR,2048,49069.53566,5049000
OR,2049,49069.53566,5049000
SD,2050,49074.82528,1033000
SD,2051,49074.82528,1033000
SD,2052,49074.82528,1033000
SD,2053,49074.82528,1033000
SD,2054,49074.82528,1033000
RI,2045,49098.03344,1229000
RI,2046,49098.03344,1229000
RI,2047,49098.03344,1229000
RI,2048,49098.03344,1229000
RI,2049,49098.03344,1229000
AK,2030,49321.05844,747000
AK,2031,49321.05844,747000
AK,2032,49321.05844,747000
AK,2033,49321.05844,747000
AK,2034,49321.05844,747000
IA,2045,49416.86756,3576000
IA,2046,49416.86756,3576000
IA,2047,49416.86756,3576000
IA,2048,49416.86756,3576000
IA,2049,49416.86756,3576000
NC,2060,49444.51363,13047000
NC,2061,49444.51363,13047000
NC,2062,49444.51363,13047000
NC,2063,49444.51363,13047000
NC,2064,49444.51363,13047000
WV,2075,49570.88271,2016000
WV,2076,49570.88271,2016000
WV,2077,49570.88271,2016000
WV,2078,49570.88271,2016000
WV,2079,49570.88271,2016000
SC,2095,49847.67818,6885000
SC,2096,49847.67818,6885000
SC,2097,49847.67818,6885000
SC,2098,49847.67818,6885000
SC,2099,49847.67818,6885000
MD,2040,49861.68309,6902000
MD,2041,49861.68309,6902000
MD,2042,49861.68309,6902000
MD,2043,49861.68309,6902000
MD,2044,49861.68309,6902000
KS,2045,49919.90733,3283000
KS,2046,49919.90733,3283000
KS,2047,49919.90733,3283000
KS,2048,49919.90733,3283000
KS,2049,49919.90733,3283000
MS,2085,50031.83595,3512000
MS,2086,50031.83595,3512000
MS,2087,50031.83595,3512000
MS,2088,50031.83595,3512000
MS,2089,50031.83595,3512000
PA,2040,50205.91463,14304000
