"","country","Category","gdp_ppp_pc_usd2011","population","gdp_quintile","tot_pop","tot_gdp","cum_pop","GCAM_region_ID","sce","year","d1_cutoff","d2_cutoff","d3_cutoff","d4_cutoff","d5_cutoff","d6_cutoff","d7_cutoff","d8_cutoff","d9_cutoff","category","max_cum_pop","shortfall"
"1470","MS",NA,NA,10.7799999999997,NA,4829.54,NA,3860.31,1,"SSP5",2045,482.95,965.91,1448.86,1931.82,2414.77,2897.72,3380.68,3863.63,4346.59,"d8",3860.31,3.32000000000016
"1471","PA",NA,NA,138.68,NA,4829.54,NA,4090.03,1,"SSP5",2045,482.95,965.91,1448.86,1931.82,2414.77,2897.72,3380.68,3863.63,4346.59,"d9",4090.03,256.56
"1472","AR",NA,NA,27.8200000000001,NA,4502.92,NA,3133.55,1,"SSP2",2046,450.29,900.58,1350.88,1801.17,2251.46,2701.75,3152.04,3602.34,4052.63,"d7",3133.55,18.4899999999998
"1473","AR",NA,NA,29.1799999999999,NA,4063.89,NA,2826.14,1,"SSP3",2046,406.39,812.78,1219.17,1625.56,2031.94,2438.33,2844.72,3251.11,3657.5,"d7",2826.14,18.5799999999999
"1474","AZ",NA,NA,42.91,NA,4871.32,NA,3366.54,1,"SSP5",2046,487.13,974.26,1461.4,1948.53,2435.66,2922.79,3409.92,3897.06,4384.19,"d7",3366.54,43.3800000000001
"1475","KY",NA,NA,53.7799999999997,NA,4871.32,NA,3886.09,1,"SSP5",2046,487.13,974.26,1461.4,1948.53,2435.66,2922.79,3409.92,3897.06,4384.19,"d8",3886.09,10.9699999999998
"1476","MO",NA,NA,52.9000000000001,NA,4502.92,NA,3558.41,1,"SSP2",2046,450.29,900.58,1350.88,1801.17,2251.46,2701.75,3152.04,3602.34,4052.63,"d8",3558.41,43.9300000000003
"1477","MO",NA,NA,48.2999999999997,NA,4063.89,NA,3219.28,1,"SSP3",2046,406.39,812.78,1219.17,1625.56,2031.94,2438.33,2844.72,3251.11,3657.5,"d8",3219.28,31.8299999999999
"1478","PA",NA,NA,142.25,NA,4871.32,NA,4133.84,1,"SSP5",2046,487.13,974.26,1461.4,1948.53,2435.66,2922.79,3409.92,3897.06,4384.19,"d9",4133.84,250.349999999999
"1479","AR",NA,NA,28.65,NA,4518.2,NA,3144.81,1,"SSP2",2047,451.82,903.64,1355.46,1807.28,2259.1,2710.92,3162.74,3614.56,4066.38,"d7",3144.81,17.9299999999998
"1480","AR",NA,NA,28.5599999999999,NA,4055.1,NA,2819.65,1,"SSP3",2047,405.51,811.02,1216.53,1622.04,2027.55,2433.06,2838.57,3244.08,3649.59,"d7",2819.65,18.9200000000001
"1481","AZ",NA,NA,45.01,NA,4912.49,NA,3396.29,1,"SSP5",2047,491.25,982.5,1473.75,1965,2456.24,2947.49,3438.74,3929.99,4421.24,"d7",3396.29,42.4499999999998
"1482","KY",NA,NA,55.7799999999997,NA,4912.49,NA,3924.84,1,"SSP5",2047,491.25,982.5,1473.75,1965,2456.24,2947.49,3438.74,3929.99,4421.24,"d8",3924.84,5.14999999999964
"1483","MO",NA,NA,54.2600000000002,NA,4518.2,NA,3574.2,1,"SSP2",2047,451.82,903.64,1355.46,1807.28,2259.1,2710.92,3162.74,3614.56,4066.38,"d8",3574.2,40.3600000000001
"1484","MO",NA,NA,48.5900000000001,NA,4055.1,NA,3211.22,1,"SSP3",2047,405.51,811.02,1216.53,1622.04,2027.55,2433.06,2838.57,3244.08,3649.59,"d8",3211.22,32.8600000000001
"1485","PA",NA,NA,146.06,NA,4912.49,NA,4180.9,1,"SSP5",2047,491.25,982.5,1473.75,1965,2456.24,2947.49,3438.74,3929.99,4421.24,"d9",4180.9,240.34
"1486","AR",NA,NA,28.4599999999999,NA,4533.27,NA,3155.27,1,"SSP2",2048,453.33,906.65,1359.98,1813.31,2266.64,2719.96,3173.29,3626.62,4079.94,"d7",3155.27,18.02
"1487","AR",NA,NA,28.5600000000001,NA,4044.36,NA,2812.2,1,"SSP3",2048,404.44,808.87,1213.31,1617.74,2022.18,2426.62,2831.05,3235.49,3639.92,"d7",2812.2,18.8500000000004
"1488","AZ",NA,NA,46.0599999999999,NA,4953.42,NA,3562.47,1,"SSP5",2048,495.34,990.68,1486.03,1981.37,2476.71,2972.05,3467.39,3962.74,4458.08,"d8",3562.47,400.27
"1489","MO",NA,NA,55.0999999999999,NA,4533.27,NA,3586.35,1,"SSP2",2048,453.33,906.65,1359.98,1813.31,2266.64,2719.96,3173.29,3626.62,4079.94,"d8",3586.35,40.27
"1490","MO",NA,NA,49.1700000000001,NA,4044.36,NA,3203.83,1,"SSP3",2048,404.44,808.87,1213.31,1617.74,2022.18,2426.62,2831.05,3235.49,3639.92,"d8",3203.83,31.6599999999999
"1491","RI",NA,NA,0.149999999999636,NA,4953.42,NA,4211.34,1,"SSP5",2048,495.34,990.68,1486.03,1981.37,2476.71,2972.05,3467.39,3962.74,4458.08,"d9",4211.34,246.74
"1492","AR",NA,NA,29.0400000000001,NA,4547.22,NA,3165.43,1,"SSP2",2049,454.72,909.44,1364.17,1818.89,2273.61,2728.33,3183.05,3637.78,4092.5,"d7",3165.43,17.6200000000003
"1493","AR",NA,NA,28.51,NA,4033.35,NA,2804.56,1,"SSP3",2049,403.34,806.67,1210,1613.34,2016.67,2420.01,2823.34,3226.68,3630.01,"d7",2804.56,18.7800000000002
"1494","AZ",NA,NA,47.1799999999999,NA,4994.67,NA,3594.84,1,"SSP5",2049,499.47,998.93,1498.4,1997.87,2497.34,2996.8,3496.27,3995.74,4495.2,"d8",3594.84,400.9
"1495","MO",NA,NA,56.3600000000001,NA,4547.22,NA,3600.36,1,"SSP2",2049,454.72,909.44,1364.17,1818.89,2273.61,2728.33,3183.05,3637.78,4092.5,"d8",3600.36,37.4200000000001
"1496","MO",NA,NA,49.71,NA,4033.35,NA,3196.06,1,"SSP3",2049,403.34,806.67,1210,1613.34,2016.67,2420.01,2823.34,3226.68,3630.01,"d8",3196.06,30.6199999999999
"1497","RI",NA,NA,2.65999999999985,NA,4994.67,NA,4198.87,1,"SSP5",2049,499.47,998.93,1498.4,1997.87,2497.34,2996.8,3496.27,3995.74,4495.2,"d9",4198.87,296.33
"1498","AR",NA,NA,29.66,NA,4561.39,NA,3175.83,1,"SSP2",2050,456.14,912.28,1368.42,1824.56,2280.7,2736.83,3192.97,3649.11,4105.25,"d7",3175.83,17.1399999999999
"1499","AR",NA,NA,28.4299999999999,NA,4022.13,NA,2796.79,1,"SSP3",2050,402.21,804.43,1206.64,1608.85,2011.07,2413.28,2815.49,3217.7,3619.92,"d7",2796.79,18.6999999999998
"1500","AZ",NA,NA,49.1900000000001,NA,5035.51,NA,3625.32,1,"SSP5",2050,503.55,1007.1,1510.65,2014.2,2517.76,3021.31,3524.86,4028.41,4531.96,"d8",3625.32,403.09
"1501","MO",NA,NA,57.6100000000001,NA,4561.39,NA,3614.69,1,"SSP2",2050,456.14,912.28,1368.42,1824.56,2280.7,2736.83,3192.97,3649.11,4105.25,"d8",3614.69,34.4200000000001
"1502","MO",NA,NA,50.2200000000003,NA,4022.13,NA,3188.07,1,"SSP3",2050,402.21,804.43,1206.64,1608.85,2011.07,2413.28,2815.49,3217.7,3619.92,"d8",3188.07,29.6299999999997
"1503","RI",NA,NA,5.37999999999965,NA,5035.51,NA,4244.76,1,"SSP5",2050,503.55,1007.1,1510.65,2014.2,2517.76,3021.31,3524.86,4028.41,4531.96,"d9",4244.76,287.2
"1504","AR",NA,NA,29.4299999999999,NA,4576.37,NA,3186.25,1,"SSP2",2051,457.64,915.27,1372.91,1830.55,2288.18,2745.82,3203.46,3661.1,4118.73,"d7",3186.25,17.21
"1505","AR",NA,NA,29.0799999999999,NA,4009.64,NA,2788.59,1,"SSP3",2051,400.96,801.93,1202.89,1603.86,2004.82,2405.78,2806.75,3207.71,3608.68,"d7",2788.59,18.1599999999999
"1506","AZ",NA,NA,50.4499999999999,NA,5077.59,NA,3656.21,1,"SSP5",2051,507.76,1015.52,1523.28,2031.04,2538.8,3046.55,3554.31,4062.07,4569.83,"d8",3656.21,405.86
"1507","MO",NA,NA,58.4700000000003,NA,4576.37,NA,3626.74,1,"SSP2",2051,457.64,915.27,1372.91,1830.55,2288.18,2745.82,3203.46,3661.1,4118.73,"d8",3626.74,34.3600000000001
"1508","MO",NA,NA,51.0600000000004,NA,4009.64,NA,3181.61,1,"SSP3",2051,400.96,801.93,1202.89,1603.86,2004.82,2405.78,2806.75,3207.71,3608.68,"d8",3181.61,26.0999999999999
"1509","RI",NA,NA,7.87000000000035,NA,5077.59,NA,4288.58,1,"SSP5",2051,507.76,1015.52,1523.28,2031.04,2538.8,3046.55,3554.31,4062.07,4569.83,"d9",4288.58,281.25
"1510","AR",NA,NA,30.0100000000001,NA,4590.35,NA,3196.47,1,"SSP2",2052,459.04,918.07,1377.11,1836.14,2295.18,2754.21,3213.24,3672.28,4131.32,"d7",3196.47,16.77
"1511","AR",NA,NA,28.89,NA,3997.92,NA,2780.42,1,"SSP3",2052,399.79,799.58,1199.38,1599.17,1998.96,2398.75,2798.54,3198.34,3598.13,"d7",2780.42,18.1199999999999
"1512","AZ",NA,NA,51.75,NA,5120.02,NA,3687.34,1,"SSP5",2052,512,1024,1536.01,2048.01,2560.01,3072.01,3584.01,4096.02,4608.02,"d8",3687.34,408.68
"1513","MO",NA,NA,59.6900000000001,NA,4590.35,NA,3640.75,1,"SSP2",2052,459.04,918.07,1377.11,1836.14,2295.18,2754.21,3213.24,3672.28,4131.32,"d8",3640.75,31.5300000000002
"1514","MO",NA,NA,51.5300000000002,NA,3997.92,NA,3172.99,1,"SSP3",2052,399.79,799.58,1199.38,1599.17,1998.96,2398.75,2798.54,3198.34,3598.13,"d8",3172.99,25.3500000000004
"1515","RI",NA,NA,10.3900000000003,NA,5120.02,NA,4332.87,1,"SSP5",2052,512,1024,1536.01,2048.01,2560.01,3072.01,3584.01,4096.02,4608.02,"d9",4332.87,275.150000000001
"1516","AR",NA,NA,30.5600000000001,NA,4604.19,NA,3206.6,1,"SSP2",2053,460.42,920.84,1381.26,1841.68,2302.09,2762.51,3222.93,3683.35,4143.77,"d7",3206.6,16.3299999999999
"1517","AR",NA,NA,28.65,NA,3985.89,NA,2772.03,1,"SSP3",2053,398.59,797.18,1195.77,1594.36,1992.94,2391.53,2790.12,3188.71,3587.3,"d7",2772.03,18.0899999999997
"1518","CA",NA,NA,453.63,NA,5163.64,NA,4104.46,1,"SSP5",2053,516.36,1032.73,1549.09,2065.46,2581.82,3098.18,3614.55,4130.91,4647.28,"d8",4104.46,26.4499999999998
"1519","MO",NA,NA,60.9100000000003,NA,4604.19,NA,3654.65,1,"SSP2",2053,460.42,920.84,1381.26,1841.68,2302.09,2762.51,3222.93,3683.35,4143.77,"d8",3654.65,28.6999999999998
"1520","MO",NA,NA,51.9200000000001,NA,3985.89,NA,3163.84,1,"SSP3",2053,398.59,797.18,1195.77,1594.36,1992.94,2391.53,2790.12,3188.71,3587.3,"d8",3163.84,24.8699999999999
"1521","TX",NA,NA,326.67,NA,5163.64,NA,4620.98,1,"SSP5",2053,516.36,1032.73,1549.09,2065.46,2581.82,3098.18,3614.55,4130.91,4647.28,"d9",4620.98,26.3000000000002
"1522","AR",NA,NA,30.26,NA,4618.86,NA,3216.8,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d7",3216.8,16.3999999999996
"1523","AR",NA,NA,28.35,NA,3973.61,NA,2763.45,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d7",2763.45,18.0800000000004
"1524","CA",NA,NA,458.01,NA,5206.35,NA,4139.3,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d8",4139.3,25.7799999999997
"1525","MO",NA,NA,61.6900000000001,NA,4618.86,NA,3666.23,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d8",3666.23,28.8600000000001
"1526","MO",NA,NA,52.2800000000002,NA,3973.61,NA,3154.36,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d8",3154.36,24.5299999999997
"1527","TX",NA,NA,331.3,NA,5206.35,NA,4669.27,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d9",4669.27,16.4499999999998
"1528","AR",NA,NA,30.75,NA,4632.4,NA,3226.7,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d7",3226.7,15.98
"1529","AR",NA,NA,28.8099999999999,NA,3960.08,NA,2754.48,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d7",2754.48,17.5799999999999
"1530","CA",NA,NA,462.49,NA,5249.27,NA,4174.45,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d8",4174.45,24.9700000000003
"1531","MO",NA,NA,62.8899999999999,NA,4632.4,NA,3679.79,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d8",3679.79,26.1300000000001
"1532","MO",NA,NA,53.0300000000002,NA,3960.08,NA,3146.6,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d8",3146.6,21.46
"1533","TX",NA,NA,335.95,NA,5249.27,NA,4718,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d9",4718,6.34000000000015
"1534","AR",NA,NA,31.1799999999999,NA,4645.61,NA,3236.36,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d7",3236.36,15.5699999999997
"1535","AR",NA,NA,28.4100000000001,NA,3947.24,NA,2745.48,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d7",2745.48,17.5900000000001
"1536","CA",NA,NA,466.92,NA,5292.16,NA,4209.5,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d8",4209.5,24.2299999999996
"1537","MO",NA,NA,64.0499999999997,NA,4645.61,NA,3692.82,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d8",3692.82,23.6699999999996
"1538","MO",NA,NA,53.2800000000002,NA,3947.24,NA,3136.36,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d8",3136.36,21.4299999999998
"1539","SC",NA,NA,7.41999999999916,NA,5292.16,NA,4426.05,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d9",4426.05,336.889999999999
"1540","AR",NA,NA,31.61,NA,4658.92,NA,3246.1,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d7",3246.1,15.1399999999999
"1541","AR",NA,NA,28.76,NA,3933.15,NA,2736.1,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d7",2736.1,17.0999999999999
"1542","CA",NA,NA,471.47,NA,5335.51,NA,4245.05,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d8",4245.05,23.3599999999997
"1543","MO",NA,NA,65.1900000000001,NA,4658.92,NA,3706.01,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d8",3706.01,21.1299999999997
"1544","MO",NA,NA,53.9499999999998,NA,3933.15,NA,3127.87,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d8",3127.87,18.6500000000001
"1545","SC",NA,NA,9.78999999999996,NA,5335.51,NA,4470.72,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d9",4470.72,331.24
"1546","TX",NA,NA,280.25,NA,4658.92,NA,4188.17,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d9",4188.17,4.85999999999967
"1547","AR",NA,NA,32.05,NA,4672.16,NA,3255.81,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d7",3255.81,14.7000000000003
"1548","AR",NA,NA,28.28,NA,3919.83,NA,2726.74,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d7",2726.74,17.1400000000003
"1549","CA",NA,NA,475.4,NA,5380.13,NA,4280.37,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d8",4280.37,23.7300000000005
"1550","MO",NA,NA,66.3500000000004,NA,4672.16,NA,3719.23,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d8",3719.23,18.5
"1551","MO",NA,NA,54.1600000000003,NA,3919.83,NA,3117.01,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d8",3117.01,18.8499999999999
"1552","PA",NA,NA,129.57,NA,4672.16,NA,3924.11,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d9",3924.11,280.829999999999
"1553","SC",NA,NA,11.9900000000007,NA,5380.13,NA,4513.22,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d9",4513.22,328.9
"1554","AR",NA,NA,32.4299999999999,NA,4685.21,NA,3265.35,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d7",3265.35,14.3000000000002
"1555","AR",NA,NA,28.52,NA,3905.16,NA,2716.89,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d7",2716.89,16.7200000000003
"1556","CA",NA,NA,480.08,NA,5424,NA,4316.47,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d8",4316.47,22.7299999999996
"1557","MO",NA,NA,67.46,NA,4685.21,NA,3732.03,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d8",3732.03,16.1399999999999
"1558","MO",NA,NA,54.7399999999998,NA,3905.16,NA,3107.67,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d8",3107.67,16.46
"1559","PA",NA,NA,131.42,NA,4685.21,NA,3939.79,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d9",3939.79,276.9
"1560","SC",NA,NA,14.3800000000001,NA,5424,NA,4558.64,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d9",4558.64,322.96
"1561","TX",NA,NA,235.43,NA,3905.16,NA,3513.79,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d9",3513.79,0.849999999999909
"1562","AR",NA,NA,32.85,NA,4698.45,NA,3275.05,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d7",3275.05,13.8599999999997
"1563","AR",NA,NA,28.7299999999999,NA,3890.29,NA,2706.9,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d7",2706.9,16.2999999999997
"1564","CA",NA,NA,484.2,NA,5469.42,NA,4352.64,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d8",4352.64,22.8999999999996
"1565","MO",NA,NA,68.5800000000004,NA,4698.45,NA,3745.11,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d8",3745.11,13.6500000000001
"1566","MO",NA,NA,55.25,NA,3890.29,NA,3097.97,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d8",3097.97,14.2600000000002
"1567","PA",NA,NA,133.28,NA,4698.45,NA,3955.77,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d9",3955.77,272.83
"1568","PA",NA,NA,107.51,NA,3890.29,NA,3269.81,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d9",3269.81,231.45
"1569","SC",NA,NA,16.5699999999997,NA,5469.42,NA,4602.36,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d9",4602.36,320.12
"1570","AR",NA,NA,33.22,NA,4711.38,NA,3284.55,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d7",3284.55,13.4199999999996
"1571","AR",NA,NA,28.0500000000001,NA,3875.95,NA,2696.75,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d7",2696.75,16.4099999999999
"1572","CA",NA,NA,489.04,NA,5513.86,NA,4389.37,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d8",4389.37,21.7200000000003
"1573","MO",NA,NA,69.6799999999998,NA,4711.38,NA,3757.89,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d8",3757.89,11.21
"1574","MO",NA,NA,55.3300000000004,NA,3875.95,NA,3085.74,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d8",3085.74,15.0200000000004
"1575","PA",NA,NA,135.11,NA,4711.38,NA,3971.41,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d9",3971.41,268.83
"1576","PA",NA,NA,108.02,NA,3875.95,NA,3258.18,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d9",3258.18,230.18
"1577","SC",NA,NA,18.9499999999998,NA,5513.86,NA,4648.73,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d9",4648.73,313.740000000001
"1578","AR",NA,NA,33.61,NA,4724.44,NA,3294.13,1,"SSP2",2062,472.44,944.89,1417.33,1889.78,2362.22,2834.66,3307.11,3779.55,4252,"d7",3294.13,12.98
"1579","AR",NA,NA,28.13,NA,3860.42,NA,2686.23,1,"SSP3",2062,386.04,772.08,1158.13,1544.17,1930.21,2316.25,2702.29,3088.34,3474.38,"d7",2686.23,16.0599999999999
"1580","CA",NA,NA,493.35,NA,5559.96,NA,4426.32,1,"SSP5",2062,556,1111.99,1667.99,2223.98,2779.98,3335.98,3891.97,4447.97,5003.96,"d8",4426.32,21.6500000000005
"1581","MO",NA,NA,70.7999999999997,NA,4724.44,NA,3770.88,1,"SSP2",2062,472.44,944.89,1417.33,1889.78,2362.22,2834.66,3307.11,3779.55,4252,"d8",3770.88,8.67000000000007
"1582","MO",NA,NA,55.79,NA,3860.42,NA,3075.27,1,"SSP3",2062,386.04,772.08,1158.13,1544.17,1930.21,2316.25,2702.29,3088.34,3474.38,"d8",3075.27,13.0700000000002
"1583","PA",NA,NA,136.95,NA,4724.44,NA,3987.28,1,"SSP2",2062,472.44,944.89,1417.33,1889.78,2362.22,2834.66,3307.11,3779.55,4252,"d9",3987.28,264.72
"1584","PA",NA,NA,108.68,NA,3860.42,NA,3248.73,1,"SSP3",2062,386.04,772.08,1158.13,1544.17,1930.21,2316.25,2702.29,3088.34,3474.38,"d9",3248.73,225.65
"1585","SC",NA,NA,21.1000000000004,NA,5559.96,NA,4693.54,1,"SSP5",2062,556,1111.99,1667.99,2223.98,2779.98,3335.98,3891.97,4447.97,5003.96,"d9",4693.54,310.42
"1586","AR",NA,NA,34.03,NA,4737.69,NA,3303.86,1,"SSP2",2063,473.77,947.54,1421.31,1895.08,2368.84,2842.61,3316.38,3790.15,4263.92,"d7",3303.86,12.52
"1587","AR",NA,NA,28.1799999999999,NA,3844.67,NA,2675.55,1,"SSP3",2063,384.47,768.93,1153.4,1537.87,1922.34,2306.8,2691.27,3075.74,3460.2,"d7",2675.55,15.7199999999998
"1588","CA",NA,NA,497.81,NA,5606.71,NA,4463.95,1,"SSP5",2063,560.67,1121.34,1682.01,2242.68,2803.36,3364.03,3924.7,4485.37,5046.04,"d8",4463.95,21.4200000000001
"1589","MO",NA,NA,71.9100000000003,NA,4737.69,NA,3784.03,1,"SSP2",2063,473.77,947.54,1421.31,1895.08,2368.84,2842.61,3316.38,3790.15,4263.92,"d8",3784.03,6.11999999999989
"1590","MO",NA,NA,56.1800000000003,NA,3844.67,NA,3064.38,1,"SSP3",2063,384.47,768.93,1153.4,1537.87,1922.34,2306.8,2691.27,3075.74,3460.2,"d8",3064.38,11.3599999999997
"1591","PA",NA,NA,138.75,NA,4737.69,NA,4003.24,1,"SSP2",2063,473.77,947.54,1421.31,1895.08,2368.84,2842.61,3316.38,3790.15,4263.92,"d9",4003.24,260.68
"1592","PA",NA,NA,109.29,NA,3844.67,NA,3238.77,1,"SSP3",2063,384.47,768.93,1153.4,1537.87,1922.34,2306.8,2691.27,3075.74,3460.2,"d9",3238.77,221.43
"1593","SC",NA,NA,23.29,NA,5606.71,NA,4739.33,1,"SSP5",2063,560.67,1121.34,1682.01,2242.68,2803.36,3364.03,3924.7,4485.37,5046.04,"d9",4739.33,306.71
"1594","AR",NA,NA,34.45,NA,4750.93,NA,3441.21,1,"SSP2",2064,475.09,950.19,1425.28,1900.37,2375.47,2850.56,3325.65,3800.74,4275.84,"d8",3441.21,359.53
"1595","AR",NA,NA,28.97,NA,3827.63,NA,2664.45,1,"SSP3",2064,382.76,765.53,1148.29,1531.05,1913.82,2296.58,2679.34,3062.1,3444.87,"d7",2664.45,14.8900000000003
"1596","CA",NA,NA,502.41,NA,5653.96,NA,4502.15,1,"SSP5",2064,565.4,1130.79,1696.19,2261.58,2826.98,3392.38,3957.77,4523.17,5088.56,"d8",4502.15,21.0200000000004
"1597","MO",NA,NA,56.9400000000001,NA,3827.63,NA,3055.1,1,"SSP3",2064,382.76,765.53,1148.29,1531.05,1913.82,2296.58,2679.34,3062.1,3444.87,"d8",3055.1,7
"1598","PA",NA,NA,110.04,NA,3827.63,NA,3230.82,1,"SSP3",2064,382.76,765.53,1148.29,1531.05,1913.82,2296.58,2679.34,3062.1,3444.87,"d9",3230.82,214.05
"1599","RI",NA,NA,1.5,NA,4750.93,NA,4007.81,1,"SSP2",2064,475.09,950.19,1425.28,1900.37,2375.47,2850.56,3325.65,3800.74,4275.84,"d9",4007.81,268.03
"1600","SC",NA,NA,25.4499999999998,NA,5653.96,NA,4785.81,1,"SSP5",2064,565.4,1130.79,1696.19,2261.58,2826.98,3392.38,3957.77,4523.17,5088.56,"d9",4785.81,302.75
"1601","AR",NA,NA,34.85,NA,4764.15,NA,3451.15,1,"SSP2",2065,476.41,952.83,1429.24,1905.66,2382.07,2858.49,3334.9,3811.32,4287.74,"d8",3451.15,360.17
